facility_name,facility_id,state,measure_name,number_of_discharges,footnote,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,number_of_readmissions,start_date,end_date
NORTHWEST SURGICAL HOSPITAL,370192,OK,READM-30-AMI-HRRP,,5.0,,,,,2016-07-01,2019-06-30
NORTHWEST SURGICAL HOSPITAL,370192,OK,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2016-07-01,2019-06-30
NORTHWEST SURGICAL HOSPITAL,370192,OK,READM-30-HF-HRRP,,5.0,,,,,2016-07-01,2019-06-30
NORTHWEST SURGICAL HOSPITAL,370192,OK,READM-30-COPD-HRRP,,5.0,,,,,2016-07-01,2019-06-30
"LAKESIDE WOMEN'S HOSPITAL, A MEMBER OF INTEGRIS HE",370199,OK,READM-30-AMI-HRRP,,5.0,,,,,2016-07-01,2019-06-30
"LAKESIDE WOMEN'S HOSPITAL, A MEMBER OF INTEGRIS HE",370199,OK,READM-30-HF-HRRP,,5.0,,,,,2016-07-01,2019-06-30
"LAKESIDE WOMEN'S HOSPITAL, A MEMBER OF INTEGRIS HE",370199,OK,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
"LAKESIDE WOMEN'S HOSPITAL, A MEMBER OF INTEGRIS HE",370199,OK,READM-30-COPD-HRRP,,5.0,,,,,2016-07-01,2019-06-30
"LAKESIDE WOMEN'S HOSPITAL, A MEMBER OF INTEGRIS HE",370199,OK,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2016-07-01,2019-06-30
"LAKESIDE WOMEN'S HOSPITAL, A MEMBER OF INTEGRIS HE",370199,OK,READM-30-PN-HRRP,,5.0,,,,,2016-07-01,2019-06-30
SURGICAL HOSPITAL OF OKLAHOMA,370201,OK,READM-30-AMI-HRRP,,5.0,,,,,2016-07-01,2019-06-30
SURGICAL HOSPITAL OF OKLAHOMA,370201,OK,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
SURGICAL HOSPITAL OF OKLAHOMA,370201,OK,READM-30-PN-HRRP,,5.0,,,,,2016-07-01,2019-06-30
SURGICAL HOSPITAL OF OKLAHOMA,370201,OK,READM-30-HIP-KNEE-HRRP,,nan,1.0091,4.498,4.4577,,2016-07-01,2019-06-30
SURGICAL HOSPITAL OF OKLAHOMA,370201,OK,READM-30-COPD-HRRP,,5.0,,,,,2016-07-01,2019-06-30
SURGICAL HOSPITAL OF OKLAHOMA,370201,OK,READM-30-HF-HRRP,,5.0,,,,,2016-07-01,2019-06-30
HILLCREST HOSPITAL SOUTH,370202,OK,READM-30-CABG-HRRP,75.0,nan,1.089,14.6106,13.4165,13.0,2016-07-01,2019-06-30
HILLCREST HOSPITAL SOUTH,370202,OK,READM-30-HF-HRRP,553.0,nan,0.9982,22.4451,22.4865,124.0,2016-07-01,2019-06-30
HILLCREST HOSPITAL SOUTH,370202,OK,READM-30-COPD-HRRP,304.0,nan,0.9942,19.9051,20.0212,60.0,2016-07-01,2019-06-30
HILLCREST HOSPITAL SOUTH,370202,OK,READM-30-HIP-KNEE-HRRP,,nan,1.0487,4.2944,4.0949,,2016-07-01,2019-06-30
HILLCREST HOSPITAL SOUTH,370202,OK,READM-30-PN-HRRP,406.0,nan,0.9688,16.0607,16.5774,63.0,2016-07-01,2019-06-30
HILLCREST HOSPITAL SOUTH,370202,OK,READM-30-AMI-HRRP,236.0,nan,0.9702,15.5745,16.0531,35.0,2016-07-01,2019-06-30
"COMMUNITY HOSPITAL, LLC",370203,OK,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
"COMMUNITY HOSPITAL, LLC",370203,OK,READM-30-AMI-HRRP,,5.0,,,,,2016-07-01,2019-06-30
"COMMUNITY HOSPITAL, LLC",370203,OK,READM-30-COPD-HRRP,,1.0,,,,,2016-07-01,2019-06-30
"COMMUNITY HOSPITAL, LLC",370203,OK,READM-30-HIP-KNEE-HRRP,975.0,nan,0.7977,2.987,3.7444,25.0,2016-07-01,2019-06-30
"COMMUNITY HOSPITAL, LLC",370203,OK,READM-30-PN-HRRP,,1.0,,,,,2016-07-01,2019-06-30
"COMMUNITY HOSPITAL, LLC",370203,OK,READM-30-HF-HRRP,,1.0,,,,,2016-07-01,2019-06-30
OKLAHOMA SPINE HOSPITAL,370206,OK,READM-30-AMI-HRRP,,5.0,,,,,2016-07-01,2019-06-30
OKLAHOMA SPINE HOSPITAL,370206,OK,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
OKLAHOMA SPINE HOSPITAL,370206,OK,READM-30-COPD-HRRP,,5.0,,,,,2016-07-01,2019-06-30
OKLAHOMA SPINE HOSPITAL,370206,OK,READM-30-HF-HRRP,,5.0,,,,,2016-07-01,2019-06-30
OKLAHOMA SPINE HOSPITAL,370206,OK,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2016-07-01,2019-06-30
OKLAHOMA SPINE HOSPITAL,370206,OK,READM-30-PN-HRRP,,5.0,,,,,2016-07-01,2019-06-30
"OKLAHOMA SURGICAL HOSPITAL, LLC",370210,OK,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
"OKLAHOMA SURGICAL HOSPITAL, LLC",370210,OK,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
"OKLAHOMA SURGICAL HOSPITAL, LLC",370210,OK,READM-30-COPD-HRRP,,5.0,,,,,2016-07-01,2019-06-30
"OKLAHOMA SURGICAL HOSPITAL, LLC",370210,OK,READM-30-HF-HRRP,,5.0,,,,,2016-07-01,2019-06-30
"OKLAHOMA SURGICAL HOSPITAL, LLC",370210,OK,READM-30-HIP-KNEE-HRRP,1948.0,nan,0.9404,3.7541,3.9921,72.0,2016-07-01,2019-06-30
"OKLAHOMA SURGICAL HOSPITAL, LLC",370210,OK,READM-30-PN-HRRP,,5.0,,,,,2016-07-01,2019-06-30
INTEGRIS CANADIAN VALLEY HOSPITAL,370211,OK,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
INTEGRIS CANADIAN VALLEY HOSPITAL,370211,OK,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
INTEGRIS CANADIAN VALLEY HOSPITAL,370211,OK,READM-30-HF-HRRP,95.0,nan,1.0212,19.6474,19.2397,20.0,2016-07-01,2019-06-30
INTEGRIS CANADIAN VALLEY HOSPITAL,370211,OK,READM-30-HIP-KNEE-HRRP,,nan,0.9615,3.5319,3.6732,,2016-07-01,2019-06-30
INTEGRIS CANADIAN VALLEY HOSPITAL,370211,OK,READM-30-COPD-HRRP,145.0,nan,0.9863,18.0587,18.3088,25.0,2016-07-01,2019-06-30
INTEGRIS CANADIAN VALLEY HOSPITAL,370211,OK,READM-30-PN-HRRP,330.0,nan,1.0966,16.2669,14.8342,60.0,2016-07-01,2019-06-30
OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP,370212,OK,READM-30-AMI-HRRP,,5.0,,,,,2016-07-01,2019-06-30
OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP,370212,OK,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP,370212,OK,READM-30-COPD-HRRP,,5.0,,,,,2016-07-01,2019-06-30
OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP,370212,OK,READM-30-HF-HRRP,,5.0,,,,,2016-07-01,2019-06-30
OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP,370212,OK,READM-30-HIP-KNEE-HRRP,548.0,nan,1.2181,4.2652,3.5015,27.0,2016-07-01,2019-06-30
OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP,370212,OK,READM-30-PN-HRRP,,5.0,,,,,2016-07-01,2019-06-30
LINDSAY MUNICIPAL HOSPITAL,370214,OK,READM-30-AMI-HRRP,,5.0,,,,,2016-07-01,2019-06-30
LINDSAY MUNICIPAL HOSPITAL,370214,OK,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
LINDSAY MUNICIPAL HOSPITAL,370214,OK,READM-30-COPD-HRRP,,1.0,,,,,2016-07-01,2019-06-30
LINDSAY MUNICIPAL HOSPITAL,370214,OK,READM-30-HF-HRRP,,1.0,,,,,2016-07-01,2019-06-30
LINDSAY MUNICIPAL HOSPITAL,370214,OK,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2016-07-01,2019-06-30
LINDSAY MUNICIPAL HOSPITAL,370214,OK,READM-30-PN-HRRP,,1.0,,,,,2016-07-01,2019-06-30
"OKLAHOMA HEART HOSPITAL, LLC",370215,OK,READM-30-PN-HRRP,273.0,nan,0.9473,17.1396,18.0923,43.0,2016-07-01,2019-06-30
"OKLAHOMA HEART HOSPITAL, LLC",370215,OK,READM-30-AMI-HRRP,1183.0,nan,0.9258,13.9769,15.0966,161.0,2016-07-01,2019-06-30
"OKLAHOMA HEART HOSPITAL, LLC",370215,OK,READM-30-CABG-HRRP,685.0,nan,0.9055,11.1367,12.2994,74.0,2016-07-01,2019-06-30
"OKLAHOMA HEART HOSPITAL, LLC",370215,OK,READM-30-COPD-HRRP,244.0,nan,0.9259,18.7256,20.2237,39.0,2016-07-01,2019-06-30
"OKLAHOMA HEART HOSPITAL, LLC",370215,OK,READM-30-HF-HRRP,1249.0,nan,0.8444,18.4787,21.8829,220.0,2016-07-01,2019-06-30
"OKLAHOMA HEART HOSPITAL, LLC",370215,OK,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2016-07-01,2019-06-30
TULSA SPINE & SPECIALTY HOSPITAL,370216,OK,READM-30-AMI-HRRP,,5.0,,,,,2016-07-01,2019-06-30
TULSA SPINE & SPECIALTY HOSPITAL,370216,OK,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
TULSA SPINE & SPECIALTY HOSPITAL,370216,OK,READM-30-COPD-HRRP,,5.0,,,,,2016-07-01,2019-06-30
TULSA SPINE & SPECIALTY HOSPITAL,370216,OK,READM-30-HF-HRRP,,5.0,,,,,2016-07-01,2019-06-30
TULSA SPINE & SPECIALTY HOSPITAL,370216,OK,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2016-07-01,2019-06-30
TULSA SPINE & SPECIALTY HOSPITAL,370216,OK,READM-30-PN-HRRP,,5.0,,,,,2016-07-01,2019-06-30
"SAINT FRANCIS HOSPITAL SOUTH, LLC",370218,OK,READM-30-AMI-HRRP,,nan,0.9482,17.1517,18.0888,,2016-07-01,2019-06-30
"SAINT FRANCIS HOSPITAL SOUTH, LLC",370218,OK,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
"SAINT FRANCIS HOSPITAL SOUTH, LLC",370218,OK,READM-30-COPD-HRRP,260.0,nan,0.9776,18.445,18.8685,46.0,2016-07-01,2019-06-30
"SAINT FRANCIS HOSPITAL SOUTH, LLC",370218,OK,READM-30-HF-HRRP,349.0,nan,1.0986,22.8766,20.824,86.0,2016-07-01,2019-06-30
"SAINT FRANCIS HOSPITAL SOUTH, LLC",370218,OK,READM-30-HIP-KNEE-HRRP,,nan,0.9848,4.4997,4.5689,,2016-07-01,2019-06-30
"SAINT FRANCIS HOSPITAL SOUTH, LLC",370218,OK,READM-30-PN-HRRP,468.0,nan,1.0481,16.8251,16.0526,82.0,2016-07-01,2019-06-30
ONECORE HEALTH,370220,OK,READM-30-AMI-HRRP,,5.0,,,,,2016-07-01,2019-06-30
ONECORE HEALTH,370220,OK,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
ONECORE HEALTH,370220,OK,READM-30-PN-HRRP,,5.0,,,,,2016-07-01,2019-06-30
ONECORE HEALTH,370220,OK,READM-30-HF-HRRP,,5.0,,,,,2016-07-01,2019-06-30
ONECORE HEALTH,370220,OK,READM-30-COPD-HRRP,,5.0,,,,,2016-07-01,2019-06-30
ONECORE HEALTH,370220,OK,READM-30-HIP-KNEE-HRRP,,nan,1.0534,3.9488,3.7488,,2016-07-01,2019-06-30
MCBRIDE ORTHOPEDIC HOSPITAL,370222,OK,READM-30-AMI-HRRP,,5.0,,,,,2016-07-01,2019-06-30
MCBRIDE ORTHOPEDIC HOSPITAL,370222,OK,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
MCBRIDE ORTHOPEDIC HOSPITAL,370222,OK,READM-30-COPD-HRRP,,5.0,,,,,2016-07-01,2019-06-30
MCBRIDE ORTHOPEDIC HOSPITAL,370222,OK,READM-30-HF-HRRP,,5.0,,,,,2016-07-01,2019-06-30
MCBRIDE ORTHOPEDIC HOSPITAL,370222,OK,READM-30-HIP-KNEE-HRRP,2726.0,nan,0.8745,3.2446,3.7102,86.0,2016-07-01,2019-06-30
MCBRIDE ORTHOPEDIC HOSPITAL,370222,OK,READM-30-PN-HRRP,,1.0,,,,,2016-07-01,2019-06-30
SUMMIT MEDICAL CENTER,370225,OK,READM-30-AMI-HRRP,,5.0,,,,,2016-07-01,2019-06-30
SUMMIT MEDICAL CENTER,370225,OK,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
SUMMIT MEDICAL CENTER,370225,OK,READM-30-HF-HRRP,,5.0,,,,,2016-07-01,2019-06-30
SUMMIT MEDICAL CENTER,370225,OK,READM-30-HIP-KNEE-HRRP,,nan,0.9326,3.8726,4.1525,,2016-07-01,2019-06-30
SUMMIT MEDICAL CENTER,370225,OK,READM-30-COPD-HRRP,,5.0,,,,,2016-07-01,2019-06-30
SUMMIT MEDICAL CENTER,370225,OK,READM-30-PN-HRRP,,5.0,,,,,2016-07-01,2019-06-30
ST JOHN OWASSO,370227,OK,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
ST JOHN OWASSO,370227,OK,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
ST JOHN OWASSO,370227,OK,READM-30-COPD-HRRP,,nan,0.9113,17.5557,19.2645,,2016-07-01,2019-06-30
ST JOHN OWASSO,370227,OK,READM-30-HF-HRRP,,nan,0.9613,19.5288,20.3149,,2016-07-01,2019-06-30
ST JOHN OWASSO,370227,OK,READM-30-HIP-KNEE-HRRP,,nan,0.9406,3.8761,4.1209,,2016-07-01,2019-06-30
ST JOHN OWASSO,370227,OK,READM-30-PN-HRRP,156.0,nan,1.0116,14.8833,14.7123,24.0,2016-07-01,2019-06-30
"BAILEY MEDICAL CENTER, LLC",370228,OK,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
"BAILEY MEDICAL CENTER, LLC",370228,OK,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
"BAILEY MEDICAL CENTER, LLC",370228,OK,READM-30-COPD-HRRP,,nan,1.0114,16.4355,16.25,,2016-07-01,2019-06-30
"BAILEY MEDICAL CENTER, LLC",370228,OK,READM-30-HF-HRRP,,1.0,,,,,2016-07-01,2019-06-30
"BAILEY MEDICAL CENTER, LLC",370228,OK,READM-30-HIP-KNEE-HRRP,,nan,1.1355,3.8743,3.4118,,2016-07-01,2019-06-30
"BAILEY MEDICAL CENTER, LLC",370228,OK,READM-30-PN-HRRP,,nan,1.0107,14.2862,14.1347,,2016-07-01,2019-06-30
ALLIANCEHEALTH SEMINOLE,370229,OK,READM-30-PN-HRRP,,nan,0.9613,13.5905,14.1379,,2016-07-01,2019-06-30
ALLIANCEHEALTH SEMINOLE,370229,OK,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
ALLIANCEHEALTH SEMINOLE,370229,OK,READM-30-COPD-HRRP,71.0,nan,1.0103,18.483,18.2943,14.0,2016-07-01,2019-06-30
ALLIANCEHEALTH SEMINOLE,370229,OK,READM-30-HF-HRRP,,nan,0.9585,18.8999,19.7188,,2016-07-01,2019-06-30
ALLIANCEHEALTH SEMINOLE,370229,OK,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
ALLIANCEHEALTH SEMINOLE,370229,OK,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2016-07-01,2019-06-30
"OKLAHOMA HEART HOSPITAL SOUTH, LLC",370234,OK,READM-30-AMI-HRRP,548.0,nan,0.9078,15.4355,17.0028,79.0,2016-07-01,2019-06-30
"OKLAHOMA HEART HOSPITAL SOUTH, LLC",370234,OK,READM-30-CABG-HRRP,249.0,nan,0.8338,11.3393,13.5998,24.0,2016-07-01,2019-06-30
"OKLAHOMA HEART HOSPITAL SOUTH, LLC",370234,OK,READM-30-HF-HRRP,725.0,nan,0.885,20.8311,23.5369,143.0,2016-07-01,2019-06-30
"OKLAHOMA HEART HOSPITAL SOUTH, LLC",370234,OK,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2016-07-01,2019-06-30
"OKLAHOMA HEART HOSPITAL SOUTH, LLC",370234,OK,READM-30-COPD-HRRP,125.0,nan,1.0076,21.0617,20.9024,27.0,2016-07-01,2019-06-30
"OKLAHOMA HEART HOSPITAL SOUTH, LLC",370234,OK,READM-30-PN-HRRP,133.0,nan,0.9467,17.9549,18.9663,20.0,2016-07-01,2019-06-30
ASCENSION ST JOHN BROKEN ARROW,370235,OK,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
ASCENSION ST JOHN BROKEN ARROW,370235,OK,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
ASCENSION ST JOHN BROKEN ARROW,370235,OK,READM-30-COPD-HRRP,,nan,0.9769,15.7827,16.1564,,2016-07-01,2019-06-30
ASCENSION ST JOHN BROKEN ARROW,370235,OK,READM-30-HF-HRRP,,nan,0.9643,18.1714,18.8447,,2016-07-01,2019-06-30
ASCENSION ST JOHN BROKEN ARROW,370235,OK,READM-30-HIP-KNEE-HRRP,931.0,nan,1.0345,4.0147,3.8808,38.0,2016-07-01,2019-06-30
ASCENSION ST JOHN BROKEN ARROW,370235,OK,READM-30-PN-HRRP,117.0,nan,1.014,12.8953,12.7168,16.0,2016-07-01,2019-06-30
INTEGRIS HEALTH EDMOND,370236,OK,READM-30-AMI-HRRP,,nan,0.9743,13.1764,13.5238,,2016-07-01,2019-06-30
INTEGRIS HEALTH EDMOND,370236,OK,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
INTEGRIS HEALTH EDMOND,370236,OK,READM-30-COPD-HRRP,139.0,nan,1.0235,17.9947,17.5811,27.0,2016-07-01,2019-06-30
INTEGRIS HEALTH EDMOND,370236,OK,READM-30-HF-HRRP,80.0,nan,0.9921,20.6437,20.8081,16.0,2016-07-01,2019-06-30
INTEGRIS HEALTH EDMOND,370236,OK,READM-30-HIP-KNEE-HRRP,,nan,1.1243,4.4189,3.9303,,2016-07-01,2019-06-30
INTEGRIS HEALTH EDMOND,370236,OK,READM-30-PN-HRRP,212.0,nan,1.0177,15.0082,14.7478,33.0,2016-07-01,2019-06-30
"SAINT FRANCIS HOSPITAL VINITA, INC",370237,OK,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
"SAINT FRANCIS HOSPITAL VINITA, INC",370237,OK,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
"SAINT FRANCIS HOSPITAL VINITA, INC",370237,OK,READM-30-COPD-HRRP,66.0,nan,0.9884,18.1882,18.402,11.0,2016-07-01,2019-06-30
"SAINT FRANCIS HOSPITAL VINITA, INC",370237,OK,READM-30-HF-HRRP,82.0,nan,0.9902,20.2789,20.4787,16.0,2016-07-01,2019-06-30
"SAINT FRANCIS HOSPITAL VINITA, INC",370237,OK,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2016-07-01,2019-06-30
"SAINT FRANCIS HOSPITAL VINITA, INC",370237,OK,READM-30-PN-HRRP,95.0,nan,0.9684,13.8361,14.2873,11.0,2016-07-01,2019-06-30
INTEGRIS COMMUNITY HOSPITAL - COUNCIL CROSSING,370240,OK,READM-30-COPD-HRRP,,1.0,,,,,2016-07-01,2019-06-30
INTEGRIS COMMUNITY HOSPITAL - COUNCIL CROSSING,370240,OK,READM-30-AMI-HRRP,,5.0,,,,,2016-07-01,2019-06-30
INTEGRIS COMMUNITY HOSPITAL - COUNCIL CROSSING,370240,OK,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
INTEGRIS COMMUNITY HOSPITAL - COUNCIL CROSSING,370240,OK,READM-30-HF-HRRP,,5.0,,,,,2016-07-01,2019-06-30
INTEGRIS COMMUNITY HOSPITAL - COUNCIL CROSSING,370240,OK,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2016-07-01,2019-06-30
INTEGRIS COMMUNITY HOSPITAL - COUNCIL CROSSING,370240,OK,READM-30-PN-HRRP,,1.0,,,,,2016-07-01,2019-06-30
MID-COLUMBIA MEDICAL CENTER,380001,OR,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
MID-COLUMBIA MEDICAL CENTER,380001,OR,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
MID-COLUMBIA MEDICAL CENTER,380001,OR,READM-30-COPD-HRRP,113.0,nan,0.9774,17.65,18.0577,18.0,2016-07-01,2019-06-30
MID-COLUMBIA MEDICAL CENTER,380001,OR,READM-30-HF-HRRP,115.0,nan,0.9767,19.5599,20.0256,21.0,2016-07-01,2019-06-30
MID-COLUMBIA MEDICAL CENTER,380001,OR,READM-30-HIP-KNEE-HRRP,,nan,1.0711,3.9411,3.6796,,2016-07-01,2019-06-30
MID-COLUMBIA MEDICAL CENTER,380001,OR,READM-30-PN-HRRP,139.0,nan,0.9835,14.4748,14.718,19.0,2016-07-01,2019-06-30
ASANTE THREE RIVERS MEDICAL CENTER,380002,OR,READM-30-AMI-HRRP,73.0,nan,0.9921,15.6884,15.8131,11.0,2016-07-01,2019-06-30
ASANTE THREE RIVERS MEDICAL CENTER,380002,OR,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
ASANTE THREE RIVERS MEDICAL CENTER,380002,OR,READM-30-COPD-HRRP,293.0,nan,0.8757,16.4729,18.811,37.0,2016-07-01,2019-06-30
ASANTE THREE RIVERS MEDICAL CENTER,380002,OR,READM-30-HF-HRRP,282.0,nan,0.9353,19.2437,20.5749,50.0,2016-07-01,2019-06-30
ASANTE THREE RIVERS MEDICAL CENTER,380002,OR,READM-30-HIP-KNEE-HRRP,,nan,0.7065,2.4021,3.3998,,2016-07-01,2019-06-30
ASANTE THREE RIVERS MEDICAL CENTER,380002,OR,READM-30-PN-HRRP,453.0,nan,0.9933,14.228,14.3245,64.0,2016-07-01,2019-06-30
PROVIDENCE ST VINCENT MEDICAL CENTER,380004,OR,READM-30-PN-HRRP,441.0,nan,0.8812,13.2663,15.0552,50.0,2016-07-01,2019-06-30
PROVIDENCE ST VINCENT MEDICAL CENTER,380004,OR,READM-30-CABG-HRRP,204.0,nan,0.7932,9.4418,11.903,14.0,2016-07-01,2019-06-30
PROVIDENCE ST VINCENT MEDICAL CENTER,380004,OR,READM-30-COPD-HRRP,158.0,nan,0.9595,18.0941,18.8574,25.0,2016-07-01,2019-06-30
PROVIDENCE ST VINCENT MEDICAL CENTER,380004,OR,READM-30-HF-HRRP,731.0,nan,0.9023,18.263,20.2406,127.0,2016-07-01,2019-06-30
PROVIDENCE ST VINCENT MEDICAL CENTER,380004,OR,READM-30-AMI-HRRP,386.0,nan,0.8937,13.0279,14.5771,44.0,2016-07-01,2019-06-30
PROVIDENCE ST VINCENT MEDICAL CENTER,380004,OR,READM-30-HIP-KNEE-HRRP,692.0,nan,0.933,3.2173,3.4483,21.0,2016-07-01,2019-06-30
ASANTE ASHLAND COMMUNITY HOSPITAL,380005,OR,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
ASANTE ASHLAND COMMUNITY HOSPITAL,380005,OR,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
ASANTE ASHLAND COMMUNITY HOSPITAL,380005,OR,READM-30-HF-HRRP,,nan,0.9237,18.3013,19.8132,,2016-07-01,2019-06-30
ASANTE ASHLAND COMMUNITY HOSPITAL,380005,OR,READM-30-HIP-KNEE-HRRP,,nan,1.2219,4.647,3.803,,2016-07-01,2019-06-30
ASANTE ASHLAND COMMUNITY HOSPITAL,380005,OR,READM-30-COPD-HRRP,,nan,1.0051,17.3923,17.3034,,2016-07-01,2019-06-30
ASANTE ASHLAND COMMUNITY HOSPITAL,380005,OR,READM-30-PN-HRRP,,nan,0.9624,13.1878,13.7024,,2016-07-01,2019-06-30
LEGACY EMANUEL MEDICAL CENTER,380007,OR,READM-30-AMI-HRRP,123.0,nan,1.0145,15.585,15.3621,20.0,2016-07-01,2019-06-30
LEGACY EMANUEL MEDICAL CENTER,380007,OR,READM-30-CABG-HRRP,110.0,nan,1.0611,13.2813,12.517,16.0,2016-07-01,2019-06-30
LEGACY EMANUEL MEDICAL CENTER,380007,OR,READM-30-COPD-HRRP,104.0,nan,0.9788,20.0872,20.5219,19.0,2016-07-01,2019-06-30
LEGACY EMANUEL MEDICAL CENTER,380007,OR,READM-30-HF-HRRP,164.0,nan,0.9425,21.2896,22.5886,31.0,2016-07-01,2019-06-30
LEGACY EMANUEL MEDICAL CENTER,380007,OR,READM-30-HIP-KNEE-HRRP,,nan,1.0488,4.475,4.2666,,2016-07-01,2019-06-30
LEGACY EMANUEL MEDICAL CENTER,380007,OR,READM-30-PN-HRRP,120.0,nan,0.952,14.4539,15.1826,14.0,2016-07-01,2019-06-30
OHSU HOSPITAL AND CLINICS,380009,OR,READM-30-AMI-HRRP,218.0,nan,0.974,13.517,13.8783,28.0,2016-07-01,2019-06-30
OHSU HOSPITAL AND CLINICS,380009,OR,READM-30-CABG-HRRP,,nan,0.8681,10.5631,12.1682,,2016-07-01,2019-06-30
OHSU HOSPITAL AND CLINICS,380009,OR,READM-30-COPD-HRRP,72.0,nan,1.0333,22.2992,21.5806,19.0,2016-07-01,2019-06-30
OHSU HOSPITAL AND CLINICS,380009,OR,READM-30-HF-HRRP,336.0,nan,0.9509,20.9173,21.9971,67.0,2016-07-01,2019-06-30
OHSU HOSPITAL AND CLINICS,380009,OR,READM-30-HIP-KNEE-HRRP,472.0,nan,0.7669,3.3652,4.388,11.0,2016-07-01,2019-06-30
OHSU HOSPITAL AND CLINICS,380009,OR,READM-30-PN-HRRP,199.0,nan,1.0699,19.186,17.9319,43.0,2016-07-01,2019-06-30
GOOD SAMARITAN REGIONAL MEDICAL CENTER,380014,OR,READM-30-AMI-HRRP,273.0,nan,0.8771,12.5833,14.3463,27.0,2016-07-01,2019-06-30
GOOD SAMARITAN REGIONAL MEDICAL CENTER,380014,OR,READM-30-CABG-HRRP,110.0,nan,1.0045,11.7247,11.6722,13.0,2016-07-01,2019-06-30
GOOD SAMARITAN REGIONAL MEDICAL CENTER,380014,OR,READM-30-COPD-HRRP,,nan,0.9484,17.3971,18.3442,,2016-07-01,2019-06-30
GOOD SAMARITAN REGIONAL MEDICAL CENTER,380014,OR,READM-30-HF-HRRP,274.0,nan,0.8911,17.9858,20.1849,42.0,2016-07-01,2019-06-30
GOOD SAMARITAN REGIONAL MEDICAL CENTER,380014,OR,READM-30-HIP-KNEE-HRRP,,nan,0.9129,3.6674,4.0172,,2016-07-01,2019-06-30
GOOD SAMARITAN REGIONAL MEDICAL CENTER,380014,OR,READM-30-PN-HRRP,213.0,nan,0.8161,13.0807,16.0288,14.0,2016-07-01,2019-06-30
LEGACY GOOD SAMARITAN MEDICAL CENTER,380017,OR,READM-30-AMI-HRRP,134.0,nan,0.9581,13.7566,14.3587,16.0,2016-07-01,2019-06-30
LEGACY GOOD SAMARITAN MEDICAL CENTER,380017,OR,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
