facility_name,facility_id,state,measure_name,number_of_discharges,footnote,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,number_of_readmissions,start_date,end_date
UNITY MEDICAL CENTER,440007,TN,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
UNITY MEDICAL CENTER,440007,TN,READM-30-HF-HRRP,,1.0,,,,,2019-07-01,2022-06-30
UNITY MEDICAL CENTER,440007,TN,READM-30-COPD-HRRP,,nan,0.941,17.2642,18.3469,,2019-07-01,2022-06-30
UNITY MEDICAL CENTER,440007,TN,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
UNITY MEDICAL CENTER,440007,TN,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
HENDERSON COUNTY COMMUNITY HOSPITAL,440008,TN,READM-30-PN-HRRP,,1.0,,,,,2019-07-01,2022-06-30
HENDERSON COUNTY COMMUNITY HOSPITAL,440008,TN,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
HENDERSON COUNTY COMMUNITY HOSPITAL,440008,TN,READM-30-HF-HRRP,,1.0,,,,,2019-07-01,2022-06-30
HENDERSON COUNTY COMMUNITY HOSPITAL,440008,TN,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
HENDERSON COUNTY COMMUNITY HOSPITAL,440008,TN,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
HENDERSON COUNTY COMMUNITY HOSPITAL,440008,TN,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
CUMBERLAND MEDICAL CENTER,440009,TN,READM-30-PN-HRRP,178.0,nan,0.9552,15.7786,16.5181,25.0,2019-07-01,2022-06-30
CUMBERLAND MEDICAL CENTER,440009,TN,READM-30-HIP-KNEE-HRRP,,nan,1.0156,5.0629,4.9851,,2019-07-01,2022-06-30
CUMBERLAND MEDICAL CENTER,440009,TN,READM-30-HF-HRRP,228.0,nan,1.0355,20.0419,19.3557,48.0,2019-07-01,2022-06-30
CUMBERLAND MEDICAL CENTER,440009,TN,READM-30-COPD-HRRP,116.0,nan,0.9051,17.64,19.4895,14.0,2019-07-01,2022-06-30
CUMBERLAND MEDICAL CENTER,440009,TN,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
CUMBERLAND MEDICAL CENTER,440009,TN,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
WAYNE MEDICAL CENTER,440010,TN,READM-30-PN-HRRP,,nan,0.9576,14.7273,15.38,,2019-07-01,2022-06-30
WAYNE MEDICAL CENTER,440010,TN,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
WAYNE MEDICAL CENTER,440010,TN,READM-30-HF-HRRP,,1.0,,,,,2019-07-01,2022-06-30
WAYNE MEDICAL CENTER,440010,TN,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
WAYNE MEDICAL CENTER,440010,TN,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
WAYNE MEDICAL CENTER,440010,TN,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
BLOUNT MEMORIAL HOSPITAL,440011,TN,READM-30-PN-HRRP,422.0,nan,0.9696,16.8513,17.3798,69.0,2019-07-01,2022-06-30
BLOUNT MEMORIAL HOSPITAL,440011,TN,READM-30-HIP-KNEE-HRRP,,nan,1.0931,5.8227,5.3269,,2019-07-01,2022-06-30
BLOUNT MEMORIAL HOSPITAL,440011,TN,READM-30-HF-HRRP,296.0,nan,1.0154,20.937,20.6195,63.0,2019-07-01,2022-06-30
BLOUNT MEMORIAL HOSPITAL,440011,TN,READM-30-COPD-HRRP,99.0,nan,0.9136,16.8872,18.484,11.0,2019-07-01,2022-06-30
BLOUNT MEMORIAL HOSPITAL,440011,TN,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
BLOUNT MEMORIAL HOSPITAL,440011,TN,READM-30-AMI-HRRP,120.0,nan,1.0508,13.8101,13.1428,19.0,2019-07-01,2022-06-30
WELLMONT BRISTOL REGIONAL MEDICAL CENTER,440012,TN,READM-30-PN-HRRP,380.0,nan,1.0601,17.3678,16.3837,70.0,2019-07-01,2022-06-30
WELLMONT BRISTOL REGIONAL MEDICAL CENTER,440012,TN,READM-30-HIP-KNEE-HRRP,,nan,1.0564,5.3065,5.0231,,2019-07-01,2022-06-30
WELLMONT BRISTOL REGIONAL MEDICAL CENTER,440012,TN,READM-30-HF-HRRP,361.0,nan,1.2125,24.3244,20.0609,101.0,2019-07-01,2022-06-30
WELLMONT BRISTOL REGIONAL MEDICAL CENTER,440012,TN,READM-30-COPD-HRRP,140.0,nan,1.0481,20.6281,19.681,32.0,2019-07-01,2022-06-30
WELLMONT BRISTOL REGIONAL MEDICAL CENTER,440012,TN,READM-30-CABG-HRRP,,nan,0.93,9.8056,10.5441,,2019-07-01,2022-06-30
WELLMONT BRISTOL REGIONAL MEDICAL CENTER,440012,TN,READM-30-AMI-HRRP,183.0,nan,1.0191,13.1609,12.9138,25.0,2019-07-01,2022-06-30
"UNIVERSITY HEALTH SYSTEM, INC",440015,TN,READM-30-PN-HRRP,686.0,nan,0.9958,17.8274,17.9035,122.0,2019-07-01,2022-06-30
"UNIVERSITY HEALTH SYSTEM, INC",440015,TN,READM-30-HIP-KNEE-HRRP,,nan,1.0833,5.5818,5.1525,,2019-07-01,2022-06-30
"UNIVERSITY HEALTH SYSTEM, INC",440015,TN,READM-30-HF-HRRP,541.0,nan,0.9587,19.9282,20.7867,105.0,2019-07-01,2022-06-30
"UNIVERSITY HEALTH SYSTEM, INC",440015,TN,READM-30-COPD-HRRP,169.0,nan,0.9667,19.0567,19.7134,30.0,2019-07-01,2022-06-30
"UNIVERSITY HEALTH SYSTEM, INC",440015,TN,READM-30-CABG-HRRP,,nan,0.9558,9.9542,10.415,,2019-07-01,2022-06-30
"UNIVERSITY HEALTH SYSTEM, INC",440015,TN,READM-30-AMI-HRRP,159.0,nan,1.0357,13.3938,12.9325,23.0,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL - CARROLL COUNTY,440016,TN,READM-30-PN-HRRP,75.0,nan,1.0447,16.0943,15.4053,15.0,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL - CARROLL COUNTY,440016,TN,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL - CARROLL COUNTY,440016,TN,READM-30-HF-HRRP,,nan,0.9964,19.2616,19.3321,,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL - CARROLL COUNTY,440016,TN,READM-30-COPD-HRRP,,nan,0.9964,17.4335,17.497,,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL - CARROLL COUNTY,440016,TN,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL - CARROLL COUNTY,440016,TN,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
WELLMONT HOLSTON VALLEY MEDICAL CENTER,440017,TN,READM-30-PN-HRRP,330.0,nan,0.9892,17.1965,17.3836,56.0,2019-07-01,2022-06-30
WELLMONT HOLSTON VALLEY MEDICAL CENTER,440017,TN,READM-30-HIP-KNEE-HRRP,,nan,0.9621,4.172,4.3365,,2019-07-01,2022-06-30
WELLMONT HOLSTON VALLEY MEDICAL CENTER,440017,TN,READM-30-HF-HRRP,346.0,nan,0.9842,19.6693,19.9848,67.0,2019-07-01,2022-06-30
WELLMONT HOLSTON VALLEY MEDICAL CENTER,440017,TN,READM-30-COPD-HRRP,138.0,nan,0.9288,19.5076,21.0025,22.0,2019-07-01,2022-06-30
WELLMONT HOLSTON VALLEY MEDICAL CENTER,440017,TN,READM-30-CABG-HRRP,,nan,1.0325,10.6235,10.2896,,2019-07-01,2022-06-30
WELLMONT HOLSTON VALLEY MEDICAL CENTER,440017,TN,READM-30-AMI-HRRP,244.0,nan,1.0122,12.8769,12.7221,32.0,2019-07-01,2022-06-30
SYCAMORE SHOALS HOSPITAL,440018,TN,READM-30-PN-HRRP,108.0,nan,1.1191,17.9126,16.0064,27.0,2019-07-01,2022-06-30
SYCAMORE SHOALS HOSPITAL,440018,TN,READM-30-HIP-KNEE-HRRP,,nan,1.1538,4.7822,4.1448,,2019-07-01,2022-06-30
SYCAMORE SHOALS HOSPITAL,440018,TN,READM-30-HF-HRRP,62.0,nan,1.0325,22.2752,21.5747,16.0,2019-07-01,2022-06-30
SYCAMORE SHOALS HOSPITAL,440018,TN,READM-30-COPD-HRRP,,nan,0.95,18.0559,19.0054,,2019-07-01,2022-06-30
SYCAMORE SHOALS HOSPITAL,440018,TN,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
SYCAMORE SHOALS HOSPITAL,440018,TN,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,440020,TN,READM-30-PN-HRRP,,nan,0.9457,15.9312,16.8454,,2019-07-01,2022-06-30
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,440020,TN,READM-30-HIP-KNEE-HRRP,,nan,1.0406,4.5015,4.326,,2019-07-01,2022-06-30
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,440020,TN,READM-30-HF-HRRP,,nan,0.9474,20.0135,21.1253,,2019-07-01,2022-06-30
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,440020,TN,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,440020,TN,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,440020,TN,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
WILLIAMSON MEDICAL CENTER,440029,TN,READM-30-PN-HRRP,316.0,nan,0.8866,13.2766,14.9755,34.0,2019-07-01,2022-06-30
WILLIAMSON MEDICAL CENTER,440029,TN,READM-30-HIP-KNEE-HRRP,434.0,nan,0.9055,3.3387,3.6869,13.0,2019-07-01,2022-06-30
WILLIAMSON MEDICAL CENTER,440029,TN,READM-30-HF-HRRP,282.0,nan,0.8713,14.7712,16.9527,33.0,2019-07-01,2022-06-30
WILLIAMSON MEDICAL CENTER,440029,TN,READM-30-COPD-HRRP,,nan,0.9083,15.8921,17.4965,,2019-07-01,2022-06-30
WILLIAMSON MEDICAL CENTER,440029,TN,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
WILLIAMSON MEDICAL CENTER,440029,TN,READM-30-AMI-HRRP,,nan,0.8741,10.4028,11.901,,2019-07-01,2022-06-30
MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,440030,TN,READM-30-PN-HRRP,223.0,nan,1.1422,18.7246,16.3928,51.0,2019-07-01,2022-06-30
MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,440030,TN,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,440030,TN,READM-30-HF-HRRP,148.0,nan,1.029,20.3316,19.7581,32.0,2019-07-01,2022-06-30
MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,440030,TN,READM-30-COPD-HRRP,133.0,nan,0.9599,17.7666,18.5095,21.0,2019-07-01,2022-06-30
MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,440030,TN,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,440030,TN,READM-30-AMI-HRRP,,nan,1.0498,14.6665,13.9712,,2019-07-01,2022-06-30
ROANE MEDICAL CENTER,440031,TN,READM-30-PN-HRRP,129.0,nan,0.9684,14.8311,15.3154,17.0,2019-07-01,2022-06-30
ROANE MEDICAL CENTER,440031,TN,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
ROANE MEDICAL CENTER,440031,TN,READM-30-HF-HRRP,116.0,nan,0.9411,17.1827,18.2586,16.0,2019-07-01,2022-06-30
ROANE MEDICAL CENTER,440031,TN,READM-30-COPD-HRRP,,nan,1.0189,16.6667,16.3579,,2019-07-01,2022-06-30
ROANE MEDICAL CENTER,440031,TN,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
ROANE MEDICAL CENTER,440031,TN,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
HAWKINS COUNTY MEMORIAL HOSPITAL,440032,TN,READM-30-PN-HRRP,,1.0,,,,,2019-07-01,2022-06-30
HAWKINS COUNTY MEMORIAL HOSPITAL,440032,TN,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
HAWKINS COUNTY MEMORIAL HOSPITAL,440032,TN,READM-30-HF-HRRP,,1.0,,,,,2019-07-01,2022-06-30
HAWKINS COUNTY MEMORIAL HOSPITAL,440032,TN,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
HAWKINS COUNTY MEMORIAL HOSPITAL,440032,TN,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
HAWKINS COUNTY MEMORIAL HOSPITAL,440032,TN,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
LAFOLLETTE MEDICAL CENTER,440033,TN,READM-30-PN-HRRP,98.0,nan,0.9931,16.8106,16.9281,16.0,2019-07-01,2022-06-30
LAFOLLETTE MEDICAL CENTER,440033,TN,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
LAFOLLETTE MEDICAL CENTER,440033,TN,READM-30-HF-HRRP,,nan,1.0155,21.1072,20.7844,,2019-07-01,2022-06-30
LAFOLLETTE MEDICAL CENTER,440033,TN,READM-30-COPD-HRRP,,nan,0.9995,19.3687,19.3791,,2019-07-01,2022-06-30
LAFOLLETTE MEDICAL CENTER,440033,TN,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
LAFOLLETTE MEDICAL CENTER,440033,TN,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
METHODIST MEDICAL CENTER OF OAK RIDGE,440034,TN,READM-30-PN-HRRP,260.0,nan,0.947,15.655,16.5316,37.0,2019-07-01,2022-06-30
METHODIST MEDICAL CENTER OF OAK RIDGE,440034,TN,READM-30-HIP-KNEE-HRRP,,nan,1.0347,4.0899,3.953,,2019-07-01,2022-06-30
METHODIST MEDICAL CENTER OF OAK RIDGE,440034,TN,READM-30-HF-HRRP,354.0,nan,0.9829,18.6809,19.0065,65.0,2019-07-01,2022-06-30
METHODIST MEDICAL CENTER OF OAK RIDGE,440034,TN,READM-30-COPD-HRRP,116.0,nan,1.0369,21.1979,20.4427,27.0,2019-07-01,2022-06-30
METHODIST MEDICAL CENTER OF OAK RIDGE,440034,TN,READM-30-CABG-HRRP,,nan,1.0133,9.8631,9.7339,,2019-07-01,2022-06-30
METHODIST MEDICAL CENTER OF OAK RIDGE,440034,TN,READM-30-AMI-HRRP,101.0,nan,0.987,12.5031,12.6675,12.0,2019-07-01,2022-06-30
TENNOVA HEALTHCARE-CLARKSVILLE,440035,TN,READM-30-PN-HRRP,342.0,nan,1.1256,18.6653,16.5824,72.0,2019-07-01,2022-06-30
TENNOVA HEALTHCARE-CLARKSVILLE,440035,TN,READM-30-HIP-KNEE-HRRP,,nan,1.0582,4.5436,4.2937,,2019-07-01,2022-06-30
TENNOVA HEALTHCARE-CLARKSVILLE,440035,TN,READM-30-HF-HRRP,276.0,nan,1.0129,20.3427,20.0843,57.0,2019-07-01,2022-06-30
TENNOVA HEALTHCARE-CLARKSVILLE,440035,TN,READM-30-COPD-HRRP,203.0,nan,1.1542,22.8252,19.7759,56.0,2019-07-01,2022-06-30
TENNOVA HEALTHCARE-CLARKSVILLE,440035,TN,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
TENNOVA HEALTHCARE-CLARKSVILLE,440035,TN,READM-30-AMI-HRRP,98.0,nan,0.9589,13.3428,13.9148,11.0,2019-07-01,2022-06-30
VANDERBILT UNIVERSITY MEDICAL CENTER,440039,TN,READM-30-PN-HRRP,312.0,nan,1.0168,19.813,19.4863,63.0,2019-07-01,2022-06-30
VANDERBILT UNIVERSITY MEDICAL CENTER,440039,TN,READM-30-HIP-KNEE-HRRP,,nan,0.7814,3.9454,5.049,,2019-07-01,2022-06-30
VANDERBILT UNIVERSITY MEDICAL CENTER,440039,TN,READM-30-HF-HRRP,740.0,nan,0.8533,18.4485,21.621,126.0,2019-07-01,2022-06-30
VANDERBILT UNIVERSITY MEDICAL CENTER,440039,TN,READM-30-COPD-HRRP,125.0,nan,1.001,21.5437,21.5212,27.0,2019-07-01,2022-06-30
VANDERBILT UNIVERSITY MEDICAL CENTER,440039,TN,READM-30-CABG-HRRP,243.0,nan,1.0129,10.9643,10.8251,27.0,2019-07-01,2022-06-30
VANDERBILT UNIVERSITY MEDICAL CENTER,440039,TN,READM-30-AMI-HRRP,291.0,nan,1.1098,16.0841,14.4927,52.0,2019-07-01,2022-06-30
TRISTAR HORIZON MEDICAL CENTER,440046,TN,READM-30-PN-HRRP,179.0,nan,0.9461,15.4946,16.3772,24.0,2019-07-01,2022-06-30
TRISTAR HORIZON MEDICAL CENTER,440046,TN,READM-30-HIP-KNEE-HRRP,,nan,1.0177,4.6264,4.546,,2019-07-01,2022-06-30
TRISTAR HORIZON MEDICAL CENTER,440046,TN,READM-30-HF-HRRP,226.0,nan,0.9861,19.8807,20.1612,44.0,2019-07-01,2022-06-30
TRISTAR HORIZON MEDICAL CENTER,440046,TN,READM-30-COPD-HRRP,63.0,nan,0.9974,19.3191,19.3698,12.0,2019-07-01,2022-06-30
TRISTAR HORIZON MEDICAL CENTER,440046,TN,READM-30-CABG-HRRP,,1.0,,,,,2019-07-01,2022-06-30
TRISTAR HORIZON MEDICAL CENTER,440046,TN,READM-30-AMI-HRRP,,nan,1.0032,14.7327,14.6852,,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL,440048,TN,READM-30-PN-HRRP,902.0,nan,1.0749,17.4103,16.1971,162.0,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL,440048,TN,READM-30-HIP-KNEE-HRRP,239.0,nan,1.0731,4.5688,4.2574,12.0,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL,440048,TN,READM-30-HF-HRRP,1160.0,nan,1.1559,23.0331,19.9269,277.0,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL,440048,TN,READM-30-COPD-HRRP,215.0,nan,1.1556,20.7231,17.9325,54.0,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL,440048,TN,READM-30-CABG-HRRP,198.0,nan,0.9453,9.8818,10.4539,18.0,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL,440048,TN,READM-30-AMI-HRRP,289.0,nan,0.9759,13.5614,13.8956,38.0,2019-07-01,2022-06-30
METHODIST HOSPITALS OF MEMPHIS,440049,TN,READM-30-PN-HRRP,691.0,nan,0.9496,15.4117,16.2289,103.0,2019-07-01,2022-06-30
METHODIST HOSPITALS OF MEMPHIS,440049,TN,READM-30-HIP-KNEE-HRRP,798.0,nan,0.7259,2.9935,4.1238,19.0,2019-07-01,2022-06-30
METHODIST HOSPITALS OF MEMPHIS,440049,TN,READM-30-HF-HRRP,1178.0,nan,0.9496,19.1362,20.1509,222.0,2019-07-01,2022-06-30
METHODIST HOSPITALS OF MEMPHIS,440049,TN,READM-30-COPD-HRRP,280.0,nan,1.0165,18.9033,18.5965,54.0,2019-07-01,2022-06-30
METHODIST HOSPITALS OF MEMPHIS,440049,TN,READM-30-CABG-HRRP,138.0,nan,1.0305,11.6967,11.3506,17.0,2019-07-01,2022-06-30
METHODIST HOSPITALS OF MEMPHIS,440049,TN,READM-30-AMI-HRRP,431.0,nan,1.0704,15.4511,14.4345,70.0,2019-07-01,2022-06-30
GREENEVILLE COMMUNITY HOSPITAL,440050,TN,READM-30-PN-HRRP,156.0,nan,1.0031,15.8925,15.8438,25.0,2019-07-01,2022-06-30
GREENEVILLE COMMUNITY HOSPITAL,440050,TN,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
GREENEVILLE COMMUNITY HOSPITAL,440050,TN,READM-30-HF-HRRP,108.0,nan,1.0716,18.9831,17.7151,25.0,2019-07-01,2022-06-30
GREENEVILLE COMMUNITY HOSPITAL,440050,TN,READM-30-COPD-HRRP,59.0,nan,1.0356,19.8568,19.1738,14.0,2019-07-01,2022-06-30
GREENEVILLE COMMUNITY HOSPITAL,440050,TN,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
GREENEVILLE COMMUNITY HOSPITAL,440050,TN,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
SAINT THOMAS RUTHERFORD HOSPITAL,440053,TN,READM-30-PN-HRRP,636.0,nan,0.9724,16.4961,16.9638,103.0,2019-07-01,2022-06-30
SAINT THOMAS RUTHERFORD HOSPITAL,440053,TN,READM-30-HIP-KNEE-HRRP,204.0,nan,1.195,5.5035,4.6053,14.0,2019-07-01,2022-06-30
SAINT THOMAS RUTHERFORD HOSPITAL,440053,TN,READM-30-HF-HRRP,588.0,nan,1.0021,20.3841,20.3411,120.0,2019-07-01,2022-06-30
SAINT THOMAS RUTHERFORD HOSPITAL,440053,TN,READM-30-COPD-HRRP,240.0,nan,0.9927,19.3667,19.5092,46.0,2019-07-01,2022-06-30
SAINT THOMAS RUTHERFORD HOSPITAL,440053,TN,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
SAINT THOMAS RUTHERFORD HOSPITAL,440053,TN,READM-30-AMI-HRRP,214.0,nan,1.0512,13.8194,13.1465,32.0,2019-07-01,2022-06-30
TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,440056,TN,READM-30-PN-HRRP,113.0,nan,0.9429,14.0456,14.8959,12.0,2019-07-01,2022-06-30
TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,440056,TN,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,440056,TN,READM-30-HF-HRRP,74.0,nan,1.0282,17.874,17.3832,15.0,2019-07-01,2022-06-30
TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,440056,TN,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,440056,TN,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,440056,TN,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
CLAIBORNE MEDICAL CENTER,440057,TN,READM-30-PN-HRRP,,nan,0.9257,15.6691,16.9271,,2019-07-01,2022-06-30
CLAIBORNE MEDICAL CENTER,440057,TN,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
CLAIBORNE MEDICAL CENTER,440057,TN,READM-30-HF-HRRP,,nan,1.0608,19.7489,18.6169,,2019-07-01,2022-06-30
CLAIBORNE MEDICAL CENTER,440057,TN,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
CLAIBORNE MEDICAL CENTER,440057,TN,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
CLAIBORNE MEDICAL CENTER,440057,TN,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,440058,TN,READM-30-PN-HRRP,144.0,nan,1.0443,16.7031,15.9942,27.0,2019-07-01,2022-06-30
SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,440058,TN,READM-30-HIP-KNEE-HRRP,,nan,1.0446,4.6664,4.4672,,2019-07-01,2022-06-30
SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,440058,TN,READM-30-HF-HRRP,75.0,nan,0.9705,20.0121,20.6208,13.0,2019-07-01,2022-06-30
SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,440058,TN,READM-30-COPD-HRRP,,nan,0.954,17.5988,18.4475,,2019-07-01,2022-06-30
SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,440058,TN,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,440058,TN,READM-30-AMI-HRRP,,nan,0.9651,14.5486,15.075,,2019-07-01,2022-06-30
COOKEVILLE REGIONAL MEDICAL CENTER,440059,TN,READM-30-PN-HRRP,760.0,nan,1.1126,19.28,17.3289,154.0,2019-07-01,2022-06-30
COOKEVILLE REGIONAL MEDICAL CENTER,440059,TN,READM-30-HIP-KNEE-HRRP,,nan,0.9811,4.2477,4.3296,,2019-07-01,2022-06-30
COOKEVILLE REGIONAL MEDICAL CENTER,440059,TN,READM-30-HF-HRRP,644.0,nan,1.0995,22.7542,20.6941,153.0,2019-07-01,2022-06-30
COOKEVILLE REGIONAL MEDICAL CENTER,440059,TN,READM-30-COPD-HRRP,267.0,nan,1.0543,20.4213,19.3691,58.0,2019-07-01,2022-06-30
COOKEVILLE REGIONAL MEDICAL CENTER,440059,TN,READM-30-CABG-HRRP,96.0,nan,1.1273,12.1164,10.7486,15.0,2019-07-01,2022-06-30
COOKEVILLE REGIONAL MEDICAL CENTER,440059,TN,READM-30-AMI-HRRP,314.0,nan,1.0659,12.7236,11.937,43.0,2019-07-01,2022-06-30
WEST TENNESSEE HEALTHCARE MILAN HOSPITAL,440060,TN,READM-30-PN-HRRP,,nan,1.0094,14.1934,14.0616,,2019-07-01,2022-06-30
WEST TENNESSEE HEALTHCARE MILAN HOSPITAL,440060,TN,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
WEST TENNESSEE HEALTHCARE MILAN HOSPITAL,440060,TN,READM-30-HF-HRRP,,1.0,,,,,2019-07-01,2022-06-30
WEST TENNESSEE HEALTHCARE MILAN HOSPITAL,440060,TN,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
WEST TENNESSEE HEALTHCARE MILAN HOSPITAL,440060,TN,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
WEST TENNESSEE HEALTHCARE MILAN HOSPITAL,440060,TN,READM-30-AMI-HRRP,0.0,7.0,,,,,2019-07-01,2022-06-30
VOLUNTEER COMMUNITY HOSPITAL,440061,TN,READM-30-PN-HRRP,,nan,0.9481,14.7661,15.5736,,2019-07-01,2022-06-30
VOLUNTEER COMMUNITY HOSPITAL,440061,TN,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
VOLUNTEER COMMUNITY HOSPITAL,440061,TN,READM-30-HF-HRRP,,nan,1.0076,19.7393,19.5907,,2019-07-01,2022-06-30
VOLUNTEER COMMUNITY HOSPITAL,440061,TN,READM-30-COPD-HRRP,,nan,0.9712,16.7187,17.214,,2019-07-01,2022-06-30
VOLUNTEER COMMUNITY HOSPITAL,440061,TN,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
VOLUNTEER COMMUNITY HOSPITAL,440061,TN,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
