facility_name,facility_id,state,measurename,numberofdischarges,footnote,excessreadmissionratio,predictedreadmissionrate,expectedreadmissionrate,numberofreadmissions,start_date,end_date
ABINGTON HEALTH LANSDALE HOSPITAL,390012,PA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
ABINGTON HEALTH LANSDALE HOSPITAL,390012,PA,READM-30-COPD-HRRP,148.0,nan,1.0437,19.7454,18.9184,33.0,2017-07-01,2019-12-01
ABINGTON HEALTH LANSDALE HOSPITAL,390012,PA,READM-30-HF-HRRP,355.0,nan,1.1411,23.4584,20.5581,92.0,2017-07-01,2019-12-01
ABINGTON HEALTH LANSDALE HOSPITAL,390012,PA,READM-30-HIP-KNEE-HRRP,390.0,nan,1.0538,4.1199,3.9094,17.0,2017-07-01,2019-12-01
EVANGELICAL COMMUNITY HOSPITAL,390013,PA,READM-30-AMI-HRRP,,nan,0.9447,12.6271,13.3667,,2017-07-01,2019-12-01
EVANGELICAL COMMUNITY HOSPITAL,390013,PA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
EVANGELICAL COMMUNITY HOSPITAL,390013,PA,READM-30-COPD-HRRP,99.0,nan,0.9625,17.4864,18.1681,14.0,2017-07-01,2019-12-01
EVANGELICAL COMMUNITY HOSPITAL,390013,PA,READM-30-HF-HRRP,240.0,nan,0.878,16.293,18.5576,31.0,2017-07-01,2019-12-01
EVANGELICAL COMMUNITY HOSPITAL,390013,PA,READM-30-HIP-KNEE-HRRP,715.0,nan,0.8267,2.9849,3.6107,18.0,2017-07-01,2019-12-01
EVANGELICAL COMMUNITY HOSPITAL,390013,PA,READM-30-PN-HRRP,228.0,nan,0.9895,14.795,14.9525,33.0,2017-07-01,2019-12-01
UPMC JAMESON,390016,PA,READM-30-PN-HRRP,222.0,nan,1.038,18.5906,17.9103,44.0,2017-07-01,2019-12-01
UPMC JAMESON,390016,PA,READM-30-AMI-HRRP,,nan,0.9676,16.406,16.9549,,2017-07-01,2019-12-01
UPMC JAMESON,390016,PA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
UPMC JAMESON,390016,PA,READM-30-COPD-HRRP,104.0,nan,1.0795,23.7837,22.0319,32.0,2017-07-01,2019-12-01
UPMC JAMESON,390016,PA,READM-30-HF-HRRP,244.0,nan,0.8685,20.2113,23.2726,40.0,2017-07-01,2019-12-01
UPMC JAMESON,390016,PA,READM-30-HIP-KNEE-HRRP,,nan,0.9921,5.3913,5.4343,,2017-07-01,2019-12-01
KENSINGTON HOSPITAL,390025,PA,READM-30-AMI-HRRP,,5.0,,,,,2017-07-01,2019-12-01
KENSINGTON HOSPITAL,390025,PA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
KENSINGTON HOSPITAL,390025,PA,READM-30-COPD-HRRP,,5.0,,,,,2017-07-01,2019-12-01
KENSINGTON HOSPITAL,390025,PA,READM-30-HF-HRRP,,5.0,,,,,2017-07-01,2019-12-01
KENSINGTON HOSPITAL,390025,PA,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2017-07-01,2019-12-01
KENSINGTON HOSPITAL,390025,PA,READM-30-PN-HRRP,,5.0,,,,,2017-07-01,2019-12-01
CHESTNUT HILL HOSPITAL,390026,PA,READM-30-HF-HRRP,400.0,nan,0.9882,21.4467,21.7026,85.0,2017-07-01,2019-12-01
CHESTNUT HILL HOSPITAL,390026,PA,READM-30-HIP-KNEE-HRRP,,nan,1.0077,4.4218,4.3882,,2017-07-01,2019-12-01
CHESTNUT HILL HOSPITAL,390026,PA,READM-30-PN-HRRP,364.0,nan,0.9721,16.2142,16.6792,57.0,2017-07-01,2019-12-01
CHESTNUT HILL HOSPITAL,390026,PA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
CHESTNUT HILL HOSPITAL,390026,PA,READM-30-AMI-HRRP,,nan,0.9632,17.944,18.6299,,2017-07-01,2019-12-01
CHESTNUT HILL HOSPITAL,390026,PA,READM-30-COPD-HRRP,117.0,nan,1.013,19.5248,19.2736,24.0,2017-07-01,2019-12-01
TEMPLE UNIVERSITY HOSPITAL,390027,PA,READM-30-AMI-HRRP,94.0,nan,0.9932,17.4612,17.5801,16.0,2017-07-01,2019-12-01
TEMPLE UNIVERSITY HOSPITAL,390027,PA,READM-30-COPD-HRRP,303.0,nan,1.0035,20.0294,19.96,61.0,2017-07-01,2019-12-01
TEMPLE UNIVERSITY HOSPITAL,390027,PA,READM-30-HF-HRRP,414.0,nan,0.9801,23.2763,23.7496,95.0,2017-07-01,2019-12-01
TEMPLE UNIVERSITY HOSPITAL,390027,PA,READM-30-CABG-HRRP,,nan,0.9166,13.3312,14.5441,,2017-07-01,2019-12-01
TEMPLE UNIVERSITY HOSPITAL,390027,PA,READM-30-HIP-KNEE-HRRP,,nan,1.0224,4.0124,3.9246,,2017-07-01,2019-12-01
TEMPLE UNIVERSITY HOSPITAL,390027,PA,READM-30-PN-HRRP,186.0,nan,0.9553,19.5876,20.5045,33.0,2017-07-01,2019-12-01
UPMC MERCY,390028,PA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
UPMC MERCY,390028,PA,READM-30-AMI-HRRP,60.0,nan,1.0735,16.2891,15.1733,14.0,2017-07-01,2019-12-01
UPMC MERCY,390028,PA,READM-30-COPD-HRRP,126.0,nan,0.9854,21.711,22.0327,26.0,2017-07-01,2019-12-01
UPMC MERCY,390028,PA,READM-30-HF-HRRP,179.0,nan,1.0626,23.4181,22.038,46.0,2017-07-01,2019-12-01
UPMC MERCY,390028,PA,READM-30-HIP-KNEE-HRRP,,nan,0.9321,3.7826,4.0582,,2017-07-01,2019-12-01
UPMC MERCY,390028,PA,READM-30-PN-HRRP,142.0,nan,0.9967,17.0672,17.1229,24.0,2017-07-01,2019-12-01
SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET,390030,PA,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET,390030,PA,READM-30-COPD-HRRP,144.0,nan,1.0096,22.9923,22.774,34.0,2017-07-01,2019-12-01
SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET,390030,PA,READM-30-HF-HRRP,240.0,nan,1.0977,23.651,21.5458,63.0,2017-07-01,2019-12-01
SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET,390030,PA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET,390030,PA,READM-30-HIP-KNEE-HRRP,,nan,1.0224,4.4603,4.3626,,2017-07-01,2019-12-01
SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET,390030,PA,READM-30-PN-HRRP,280.0,nan,1.0045,17.3834,17.3047,49.0,2017-07-01,2019-12-01
ALLEGHENY VALLEY HOSPITAL,390032,PA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
ALLEGHENY VALLEY HOSPITAL,390032,PA,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
ALLEGHENY VALLEY HOSPITAL,390032,PA,READM-30-COPD-HRRP,79.0,nan,1.0379,21.0854,20.3162,20.0,2017-07-01,2019-12-01
ALLEGHENY VALLEY HOSPITAL,390032,PA,READM-30-HF-HRRP,188.0,nan,0.9939,20.9582,21.0868,39.0,2017-07-01,2019-12-01
ALLEGHENY VALLEY HOSPITAL,390032,PA,READM-30-HIP-KNEE-HRRP,,nan,1.0899,4.0487,3.7146,,2017-07-01,2019-12-01
ALLEGHENY VALLEY HOSPITAL,390032,PA,READM-30-PN-HRRP,159.0,nan,0.9775,16.7472,17.1334,25.0,2017-07-01,2019-12-01
ST LUKES QUAKERTOWN HOSPITAL,390035,PA,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
ST LUKES QUAKERTOWN HOSPITAL,390035,PA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
ST LUKES QUAKERTOWN HOSPITAL,390035,PA,READM-30-COPD-HRRP,56.0,nan,1.0214,18.1453,17.7644,12.0,2017-07-01,2019-12-01
ST LUKES QUAKERTOWN HOSPITAL,390035,PA,READM-30-HF-HRRP,185.0,nan,1.1099,22.2525,20.0495,48.0,2017-07-01,2019-12-01
ST LUKES QUAKERTOWN HOSPITAL,390035,PA,READM-30-HIP-KNEE-HRRP,,nan,0.9494,3.2595,3.4333,,2017-07-01,2019-12-01
ST LUKES QUAKERTOWN HOSPITAL,390035,PA,READM-30-PN-HRRP,163.0,nan,0.966,14.9855,15.5131,22.0,2017-07-01,2019-12-01
HERITAGE VALLEY BEAVER,390036,PA,READM-30-PN-HRRP,367.0,nan,0.9952,16.1694,16.247,59.0,2017-07-01,2019-12-01
HERITAGE VALLEY BEAVER,390036,PA,READM-30-CABG-HRRP,,nan,1.0376,11.4368,11.0224,,2017-07-01,2019-12-01
HERITAGE VALLEY BEAVER,390036,PA,READM-30-AMI-HRRP,102.0,nan,0.9587,13.1205,13.6855,11.0,2017-07-01,2019-12-01
HERITAGE VALLEY BEAVER,390036,PA,READM-30-COPD-HRRP,138.0,nan,0.9621,16.8904,17.5564,20.0,2017-07-01,2019-12-01
HERITAGE VALLEY BEAVER,390036,PA,READM-30-HF-HRRP,388.0,nan,0.9057,18.3894,20.3033,65.0,2017-07-01,2019-12-01
HERITAGE VALLEY BEAVER,390036,PA,READM-30-HIP-KNEE-HRRP,,nan,0.9386,3.6834,3.9245,,2017-07-01,2019-12-01
HERITAGE VALLEY SEWICKLEY,390037,PA,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
HERITAGE VALLEY SEWICKLEY,390037,PA,READM-30-COPD-HRRP,52.0,nan,1.027,16.802,16.3597,11.0,2017-07-01,2019-12-01
HERITAGE VALLEY SEWICKLEY,390037,PA,READM-30-HF-HRRP,123.0,nan,1.0659,20.2528,19.001,29.0,2017-07-01,2019-12-01
HERITAGE VALLEY SEWICKLEY,390037,PA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
HERITAGE VALLEY SEWICKLEY,390037,PA,READM-30-HIP-KNEE-HRRP,296.0,nan,1.1393,3.9525,3.4692,14.0,2017-07-01,2019-12-01
HERITAGE VALLEY SEWICKLEY,390037,PA,READM-30-PN-HRRP,120.0,nan,0.976,14.7358,15.0976,16.0,2017-07-01,2019-12-01
UPMC SOMERSET,390039,PA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
UPMC SOMERSET,390039,PA,READM-30-AMI-HRRP,,nan,1.0191,15.344,15.0571,,2017-07-01,2019-12-01
UPMC SOMERSET,390039,PA,READM-30-COPD-HRRP,,nan,1.0037,18.4583,18.3899,,2017-07-01,2019-12-01
UPMC SOMERSET,390039,PA,READM-30-HF-HRRP,64.0,nan,0.9775,21.0836,21.5699,12.0,2017-07-01,2019-12-01
UPMC SOMERSET,390039,PA,READM-30-HIP-KNEE-HRRP,,nan,0.9275,3.5197,3.7949,,2017-07-01,2019-12-01
UPMC SOMERSET,390039,PA,READM-30-PN-HRRP,91.0,nan,0.9612,16.3128,16.9704,12.0,2017-07-01,2019-12-01
UNIONTOWN HOSPITAL,390041,PA,READM-30-AMI-HRRP,,nan,1.0513,13.2241,12.5788,,2017-07-01,2019-12-01
UNIONTOWN HOSPITAL,390041,PA,READM-30-COPD-HRRP,114.0,nan,0.969,19.1243,19.7371,19.0,2017-07-01,2019-12-01
UNIONTOWN HOSPITAL,390041,PA,READM-30-HF-HRRP,214.0,nan,1.0217,23.624,23.1225,52.0,2017-07-01,2019-12-01
UNIONTOWN HOSPITAL,390041,PA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
UNIONTOWN HOSPITAL,390041,PA,READM-30-HIP-KNEE-HRRP,,nan,1.0714,4.2808,3.9955,,2017-07-01,2019-12-01
UNIONTOWN HOSPITAL,390041,PA,READM-30-PN-HRRP,213.0,nan,1.1303,19.2632,17.043,50.0,2017-07-01,2019-12-01
"WASHINGTON HOSPITAL, THE",390042,PA,READM-30-CABG-HRRP,,nan,0.8994,9.4815,10.5416,,2017-07-01,2019-12-01
"WASHINGTON HOSPITAL, THE",390042,PA,READM-30-AMI-HRRP,116.0,nan,0.9165,13.8864,15.1522,11.0,2017-07-01,2019-12-01
"WASHINGTON HOSPITAL, THE",390042,PA,READM-30-COPD-HRRP,118.0,nan,1.0358,18.5966,17.9531,25.0,2017-07-01,2019-12-01
"WASHINGTON HOSPITAL, THE",390042,PA,READM-30-HF-HRRP,245.0,nan,0.9671,19.2417,19.8955,45.0,2017-07-01,2019-12-01
"WASHINGTON HOSPITAL, THE",390042,PA,READM-30-HIP-KNEE-HRRP,,nan,1.065,6.1711,5.7947,,2017-07-01,2019-12-01
"WASHINGTON HOSPITAL, THE",390042,PA,READM-30-PN-HRRP,219.0,nan,0.9952,16.1386,16.2171,35.0,2017-07-01,2019-12-01
READING HOSPITAL,390044,PA,READM-30-AMI-HRRP,289.0,nan,0.9417,14.0012,14.8686,37.0,2017-07-01,2019-12-01
READING HOSPITAL,390044,PA,READM-30-COPD-HRRP,351.0,nan,1.0606,21.2924,20.0764,80.0,2017-07-01,2019-12-01
READING HOSPITAL,390044,PA,READM-30-HF-HRRP,1266.0,nan,0.9226,20.4802,22.1985,254.0,2017-07-01,2019-12-01
READING HOSPITAL,390044,PA,READM-30-CABG-HRRP,121.0,nan,1.0284,11.9117,11.5825,15.0,2017-07-01,2019-12-01
READING HOSPITAL,390044,PA,READM-30-HIP-KNEE-HRRP,801.0,nan,0.821,3.561,4.3375,25.0,2017-07-01,2019-12-01
READING HOSPITAL,390044,PA,READM-30-PN-HRRP,1183.0,nan,0.9064,15.4682,17.066,176.0,2017-07-01,2019-12-01
WILLIAMSPORT HOSPITAL & MEDICAL CENTER,390045,PA,READM-30-CABG-HRRP,138.0,nan,1.0545,12.2295,11.5975,18.0,2017-07-01,2019-12-01
WILLIAMSPORT HOSPITAL & MEDICAL CENTER,390045,PA,READM-30-AMI-HRRP,356.0,nan,0.9347,13.7377,14.6977,45.0,2017-07-01,2019-12-01
WILLIAMSPORT HOSPITAL & MEDICAL CENTER,390045,PA,READM-30-COPD-HRRP,205.0,nan,0.949,18.3374,19.3237,33.0,2017-07-01,2019-12-01
WILLIAMSPORT HOSPITAL & MEDICAL CENTER,390045,PA,READM-30-HF-HRRP,472.0,nan,0.8563,18.2159,21.2735,76.0,2017-07-01,2019-12-01
WILLIAMSPORT HOSPITAL & MEDICAL CENTER,390045,PA,READM-30-HIP-KNEE-HRRP,398.0,nan,0.9652,3.6756,3.8083,14.0,2017-07-01,2019-12-01
WILLIAMSPORT HOSPITAL & MEDICAL CENTER,390045,PA,READM-30-PN-HRRP,414.0,nan,0.8708,14.6748,16.8526,51.0,2017-07-01,2019-12-01
WELLSPAN YORK HOSPITAL,390046,PA,READM-30-AMI-HRRP,447.0,nan,1.0807,15.7646,14.5878,75.0,2017-07-01,2019-12-01
WELLSPAN YORK HOSPITAL,390046,PA,READM-30-COPD-HRRP,410.0,nan,0.9769,18.7936,19.2379,75.0,2017-07-01,2019-12-01
WELLSPAN YORK HOSPITAL,390046,PA,READM-30-HF-HRRP,1181.0,nan,0.902,18.8524,20.9016,216.0,2017-07-01,2019-12-01
WELLSPAN YORK HOSPITAL,390046,PA,READM-30-CABG-HRRP,70.0,nan,1.114,13.8403,12.4236,12.0,2017-07-01,2019-12-01
WELLSPAN YORK HOSPITAL,390046,PA,READM-30-HIP-KNEE-HRRP,,nan,0.9926,5.9343,5.9786,,2017-07-01,2019-12-01
WELLSPAN YORK HOSPITAL,390046,PA,READM-30-PN-HRRP,782.0,nan,0.9625,15.5636,16.1707,119.0,2017-07-01,2019-12-01
GEISINGER-LEWISTOWN HOSPITAL,390048,PA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
GEISINGER-LEWISTOWN HOSPITAL,390048,PA,READM-30-COPD-HRRP,132.0,nan,0.9792,20.3694,20.8031,25.0,2017-07-01,2019-12-01
GEISINGER-LEWISTOWN HOSPITAL,390048,PA,READM-30-HF-HRRP,229.0,nan,0.8925,18.4494,20.6709,35.0,2017-07-01,2019-12-01
GEISINGER-LEWISTOWN HOSPITAL,390048,PA,READM-30-HIP-KNEE-HRRP,,nan,0.9426,4.189,4.444,,2017-07-01,2019-12-01
GEISINGER-LEWISTOWN HOSPITAL,390048,PA,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
GEISINGER-LEWISTOWN HOSPITAL,390048,PA,READM-30-PN-HRRP,246.0,nan,0.9325,16.6733,17.8795,36.0,2017-07-01,2019-12-01
ST LUKE'S HOSPITAL BETHLEHEM,390049,PA,READM-30-COPD-HRRP,275.0,nan,1.0182,19.4192,19.0719,55.0,2017-07-01,2019-12-01
ST LUKE'S HOSPITAL BETHLEHEM,390049,PA,READM-30-HF-HRRP,1005.0,nan,1.0123,21.5123,21.2516,217.0,2017-07-01,2019-12-01
ST LUKE'S HOSPITAL BETHLEHEM,390049,PA,READM-30-CABG-HRRP,183.0,nan,0.9693,11.8351,12.2094,21.0,2017-07-01,2019-12-01
ST LUKE'S HOSPITAL BETHLEHEM,390049,PA,READM-30-HIP-KNEE-HRRP,561.0,nan,1.1449,5.0888,4.4447,31.0,2017-07-01,2019-12-01
ST LUKE'S HOSPITAL BETHLEHEM,390049,PA,READM-30-AMI-HRRP,344.0,nan,1.0281,15.2287,14.8118,54.0,2017-07-01,2019-12-01
ST LUKE'S HOSPITAL BETHLEHEM,390049,PA,READM-30-PN-HRRP,658.0,nan,1.0459,17.8971,17.1119,121.0,2017-07-01,2019-12-01
ALLEGHENY GENERAL HOSPITAL,390050,PA,READM-30-AMI-HRRP,227.0,nan,1.0753,19.1834,17.8403,48.0,2017-07-01,2019-12-01
ALLEGHENY GENERAL HOSPITAL,390050,PA,READM-30-COPD-HRRP,107.0,nan,1.0629,22.7785,21.4309,30.0,2017-07-01,2019-12-01
ALLEGHENY GENERAL HOSPITAL,390050,PA,READM-30-HF-HRRP,341.0,nan,1.0156,23.155,22.7983,80.0,2017-07-01,2019-12-01
ALLEGHENY GENERAL HOSPITAL,390050,PA,READM-30-HIP-KNEE-HRRP,,nan,0.9881,3.7374,3.7825,,2017-07-01,2019-12-01
ALLEGHENY GENERAL HOSPITAL,390050,PA,READM-30-CABG-HRRP,99.0,nan,1.107,13.917,12.5722,16.0,2017-07-01,2019-12-01
ALLEGHENY GENERAL HOSPITAL,390050,PA,READM-30-PN-HRRP,215.0,nan,0.9981,19.1348,19.1709,41.0,2017-07-01,2019-12-01
PENN HIGHLANDS CLEARFIELD,390052,PA,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
PENN HIGHLANDS CLEARFIELD,390052,PA,READM-30-COPD-HRRP,69.0,nan,1.0353,20.0923,19.4073,17.0,2017-07-01,2019-12-01
PENN HIGHLANDS CLEARFIELD,390052,PA,READM-30-HF-HRRP,99.0,nan,1.0268,20.4996,19.9644,22.0,2017-07-01,2019-12-01
PENN HIGHLANDS CLEARFIELD,390052,PA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
PENN HIGHLANDS CLEARFIELD,390052,PA,READM-30-HIP-KNEE-HRRP,,nan,0.9811,3.2526,3.3154,,2017-07-01,2019-12-01
PENN HIGHLANDS CLEARFIELD,390052,PA,READM-30-PN-HRRP,81.0,nan,0.9888,15.7942,15.9736,12.0,2017-07-01,2019-12-01
PENN HIGHLANDS HUNTINGDON,390056,PA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
PENN HIGHLANDS HUNTINGDON,390056,PA,READM-30-AMI-HRRP,,nan,0.9657,14.0979,14.5989,,2017-07-01,2019-12-01
PENN HIGHLANDS HUNTINGDON,390056,PA,READM-30-COPD-HRRP,79.0,nan,0.9845,16.864,17.1289,12.0,2017-07-01,2019-12-01
PENN HIGHLANDS HUNTINGDON,390056,PA,READM-30-HF-HRRP,106.0,nan,0.9749,19.4621,19.9638,19.0,2017-07-01,2019-12-01
PENN HIGHLANDS HUNTINGDON,390056,PA,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2017-07-01,2019-12-01
PENN HIGHLANDS HUNTINGDON,390056,PA,READM-30-PN-HRRP,108.0,nan,0.9372,15.3162,16.3431,12.0,2017-07-01,2019-12-01
GRAND VIEW HEALTH,390057,PA,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
GRAND VIEW HEALTH,390057,PA,READM-30-COPD-HRRP,158.0,nan,0.9552,17.7114,18.5417,24.0,2017-07-01,2019-12-01
GRAND VIEW HEALTH,390057,PA,READM-30-HF-HRRP,296.0,nan,0.9185,19.4267,21.1514,52.0,2017-07-01,2019-12-01
GRAND VIEW HEALTH,390057,PA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
GRAND VIEW HEALTH,390057,PA,READM-30-HIP-KNEE-HRRP,423.0,nan,0.9338,4.0739,4.3627,16.0,2017-07-01,2019-12-01
GRAND VIEW HEALTH,390057,PA,READM-30-PN-HRRP,427.0,nan,1.0847,17.3771,16.0202,80.0,2017-07-01,2019-12-01
UPMC CARLISLE,390058,PA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
UPMC CARLISLE,390058,PA,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
UPMC CARLISLE,390058,PA,READM-30-COPD-HRRP,141.0,nan,1.039,18.2418,17.5573,29.0,2017-07-01,2019-12-01
UPMC CARLISLE,390058,PA,READM-30-HF-HRRP,203.0,nan,1.0682,22.0081,20.6021,49.0,2017-07-01,2019-12-01
UPMC CARLISLE,390058,PA,READM-30-HIP-KNEE-HRRP,,nan,1.0642,3.6428,3.4232,,2017-07-01,2019-12-01
UPMC CARLISLE,390058,PA,READM-30-PN-HRRP,234.0,nan,0.8422,13.2033,15.6768,19.0,2017-07-01,2019-12-01
"NASON MEDICAL CENTER, LLC",390062,PA,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
"NASON MEDICAL CENTER, LLC",390062,PA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
"NASON MEDICAL CENTER, LLC",390062,PA,READM-30-COPD-HRRP,,nan,1.0003,18.4379,18.4333,,2017-07-01,2019-12-01
"NASON MEDICAL CENTER, LLC",390062,PA,READM-30-HF-HRRP,56.0,nan,1.0408,20.4036,19.6039,14.0,2017-07-01,2019-12-01
"NASON MEDICAL CENTER, LLC",390062,PA,READM-30-HIP-KNEE-HRRP,140.0,nan,1.3234,5.0129,3.7881,12.0,2017-07-01,2019-12-01
"NASON MEDICAL CENTER, LLC",390062,PA,READM-30-PN-HRRP,,nan,0.9576,13.4479,14.043,,2017-07-01,2019-12-01
HAMOT MEDICAL CENTER,390063,PA,READM-30-PN-HRRP,401.0,nan,0.9534,16.5663,17.3753,63.0,2017-07-01,2019-12-01
HAMOT MEDICAL CENTER,390063,PA,READM-30-CABG-HRRP,102.0,nan,1.098,13.7283,12.5032,16.0,2017-07-01,2019-12-01
HAMOT MEDICAL CENTER,390063,PA,READM-30-AMI-HRRP,402.0,nan,0.9288,14.0029,15.077,52.0,2017-07-01,2019-12-01
HAMOT MEDICAL CENTER,390063,PA,READM-30-COPD-HRRP,266.0,nan,0.9855,20.8001,21.1051,54.0,2017-07-01,2019-12-01
HAMOT MEDICAL CENTER,390063,PA,READM-30-HF-HRRP,762.0,nan,1.0518,23.4385,22.2851,182.0,2017-07-01,2019-12-01
HAMOT MEDICAL CENTER,390063,PA,READM-30-HIP-KNEE-HRRP,,nan,0.8102,3.219,3.9729,,2017-07-01,2019-12-01
GETTYSBURG HOSPITAL,390065,PA,READM-30-AMI-HRRP,80.0,nan,0.988,14.6314,14.8097,11.0,2017-07-01,2019-12-01
GETTYSBURG HOSPITAL,390065,PA,READM-30-COPD-HRRP,196.0,nan,1.0222,20.9239,20.4703,43.0,2017-07-01,2019-12-01
GETTYSBURG HOSPITAL,390065,PA,READM-30-HF-HRRP,272.0,nan,0.9702,20.9476,21.5903,55.0,2017-07-01,2019-12-01
GETTYSBURG HOSPITAL,390065,PA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
GETTYSBURG HOSPITAL,390065,PA,READM-30-HIP-KNEE-HRRP,,nan,1.0127,4.5474,4.4905,,2017-07-01,2019-12-01
GETTYSBURG HOSPITAL,390065,PA,READM-30-PN-HRRP,285.0,nan,1.026,16.8981,16.4701,50.0,2017-07-01,2019-12-01
WELLSPAN GOOD SAMARITAN HOSPITAL,390066,PA,READM-30-CABG-HRRP,,nan,0.9229,10.4361,11.3082,,2017-07-01,2019-12-01
WELLSPAN GOOD SAMARITAN HOSPITAL,390066,PA,READM-30-AMI-HRRP,166.0,nan,0.8808,13.4361,15.2544,15.0,2017-07-01,2019-12-01
WELLSPAN GOOD SAMARITAN HOSPITAL,390066,PA,READM-30-COPD-HRRP,153.0,nan,1.0369,19.4773,18.7847,33.0,2017-07-01,2019-12-01
WELLSPAN GOOD SAMARITAN HOSPITAL,390066,PA,READM-30-HF-HRRP,337.0,nan,1.0013,20.7466,20.72,70.0,2017-07-01,2019-12-01
WELLSPAN GOOD SAMARITAN HOSPITAL,390066,PA,READM-30-HIP-KNEE-HRRP,,nan,0.9411,4.0242,4.2759,,2017-07-01,2019-12-01
WELLSPAN GOOD SAMARITAN HOSPITAL,390066,PA,READM-30-PN-HRRP,362.0,nan,0.9358,15.1119,16.1492,50.0,2017-07-01,2019-12-01
HELEN M SIMPSON REHAB / PINNACLE HEALTH SYSTEM,390067,PA,READM-30-AMI-HRRP,359.0,nan,1.0143,14.2542,14.0533,52.0,2017-07-01,2019-12-01
HELEN M SIMPSON REHAB / PINNACLE HEALTH SYSTEM,390067,PA,READM-30-COPD-HRRP,351.0,nan,0.9875,17.9743,18.202,62.0,2017-07-01,2019-12-01
HELEN M SIMPSON REHAB / PINNACLE HEALTH SYSTEM,390067,PA,READM-30-HF-HRRP,997.0,nan,0.921,19.8961,21.6022,193.0,2017-07-01,2019-12-01
HELEN M SIMPSON REHAB / PINNACLE HEALTH SYSTEM,390067,PA,READM-30-CABG-HRRP,236.0,nan,0.8485,10.8267,12.7603,22.0,2017-07-01,2019-12-01
HELEN M SIMPSON REHAB / PINNACLE HEALTH SYSTEM,390067,PA,READM-30-HIP-KNEE-HRRP,1580.0,nan,1.0685,3.9763,3.7215,64.0,2017-07-01,2019-12-01
HELEN M SIMPSON REHAB / PINNACLE HEALTH SYSTEM,390067,PA,READM-30-PN-HRRP,1045.0,nan,0.9413,15.146,16.0901,154.0,2017-07-01,2019-12-01
HEART OF LANCASTER REGIONAL MEDICAL CENTER,390068,PA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
HEART OF LANCASTER REGIONAL MEDICAL CENTER,390068,PA,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
HEART OF LANCASTER REGIONAL MEDICAL CENTER,390068,PA,READM-30-COPD-HRRP,,nan,0.9736,15.9367,16.3692,,2017-07-01,2019-12-01
HEART OF LANCASTER REGIONAL MEDICAL CENTER,390068,PA,READM-30-HF-HRRP,73.0,nan,1.0091,19.7485,19.5703,15.0,2017-07-01,2019-12-01
HEART OF LANCASTER REGIONAL MEDICAL CENTER,390068,PA,READM-30-HIP-KNEE-HRRP,,nan,1.0665,4.4623,4.184,,2017-07-01,2019-12-01
HEART OF LANCASTER REGIONAL MEDICAL CENTER,390068,PA,READM-30-PN-HRRP,91.0,nan,1.0119,14.4859,14.3156,14.0,2017-07-01,2019-12-01
