FY,facility_id,facility_name,state,measure_name,err,number_of_discharges,number_of_readmissions,rank_by_err
2025,440034,METHODIST MEDICAL CENTER OF OAK RIDGE,TN,READM-30-HF-HRRP,1.0092,393.0,77.0,797.0
2025,440034,METHODIST MEDICAL CENTER OF OAK RIDGE,TN,READM-30-COPD-HRRP,1.0521,125.0,30.0,810.0
2025,440034,METHODIST MEDICAL CENTER OF OAK RIDGE,TN,READM-30-AMI-HRRP,0.9987,118.0,15.0,443.0
2025,440035,TENNOVA HEALTHCARE-CLARKSVILLE,TN,READM-30-PN-HRRP,1.1028,437.0,86.0,1313.0
2025,440035,TENNOVA HEALTHCARE-CLARKSVILLE,TN,READM-30-HF-HRRP,1.0115,314.0,62.0,816.0
2025,440035,TENNOVA HEALTHCARE-CLARKSVILLE,TN,READM-30-COPD-HRRP,1.2506,198.0,61.0,1098.0
2025,440035,TENNOVA HEALTHCARE-CLARKSVILLE,TN,READM-30-AMI-HRRP,0.9315,135.0,14.0,166.0
2025,440039,VANDERBILT UNIVERSITY MEDICAL CENTER,TN,READM-30-PN-HRRP,0.9702,400.0,70.0,474.0
2025,440039,VANDERBILT UNIVERSITY MEDICAL CENTER,TN,READM-30-HF-HRRP,0.8911,863.0,156.0,113.0
2025,440039,VANDERBILT UNIVERSITY MEDICAL CENTER,TN,READM-30-COPD-HRRP,0.9756,148.0,27.0,307.0
2025,440039,VANDERBILT UNIVERSITY MEDICAL CENTER,TN,READM-30-CABG-HRRP,0.9658,268.0,26.0,100.0
2025,440039,VANDERBILT UNIVERSITY MEDICAL CENTER,TN,READM-30-AMI-HRRP,1.0838,323.0,54.0,814.0
2025,440046,TRISTAR HORIZON MEDICAL CENTER,TN,READM-30-PN-HRRP,0.9444,239.0,33.0,304.0
2025,440046,TRISTAR HORIZON MEDICAL CENTER,TN,READM-30-HF-HRRP,0.8995,245.0,35.0,137.0
2025,440046,TRISTAR HORIZON MEDICAL CENTER,TN,READM-30-COPD-HRRP,1.0207,66.0,14.0,612.0
2025,440048,BAPTIST MEMORIAL HOSPITAL,TN,READM-30-PN-HRRP,1.0949,1122.0,200.0,1288.0
2025,440048,BAPTIST MEMORIAL HOSPITAL,TN,READM-30-HIP-KNEE-HRRP,1.2139,132.0,11.0,242.0
2025,440048,BAPTIST MEMORIAL HOSPITAL,TN,READM-30-HF-HRRP,1.1238,1328.0,297.0,1425.0
2025,440048,BAPTIST MEMORIAL HOSPITAL,TN,READM-30-COPD-HRRP,1.0885,224.0,46.0,969.0
2025,440048,BAPTIST MEMORIAL HOSPITAL,TN,READM-30-CABG-HRRP,0.9074,236.0,19.0,41.0
2025,440048,BAPTIST MEMORIAL HOSPITAL,TN,READM-30-AMI-HRRP,0.9713,294.0,37.0,312.0
2025,440049,METHODIST HOSPITALS OF MEMPHIS,TN,READM-30-PN-HRRP,0.9337,839.0,118.0,243.0
2025,440049,METHODIST HOSPITALS OF MEMPHIS,TN,READM-30-HIP-KNEE-HRRP,0.8676,723.0,27.0,61.0
2025,440049,METHODIST HOSPITALS OF MEMPHIS,TN,READM-30-HF-HRRP,0.9131,1318.0,231.0,190.0
2025,440049,METHODIST HOSPITALS OF MEMPHIS,TN,READM-30-COPD-HRRP,0.9699,291.0,48.0,269.0
2025,440049,METHODIST HOSPITALS OF MEMPHIS,TN,READM-30-CABG-HRRP,1.0825,156.0,21.0,266.0
2025,440049,METHODIST HOSPITALS OF MEMPHIS,TN,READM-30-AMI-HRRP,1.0419,419.0,64.0,654.0
2025,440050,GREENEVILLE COMMUNITY HOSPITAL,TN,READM-30-PN-HRRP,1.0722,201.0,38.0,1189.0
2025,440050,GREENEVILLE COMMUNITY HOSPITAL,TN,READM-30-HF-HRRP,1.1577,149.0,42.0,1477.0
2025,440050,GREENEVILLE COMMUNITY HOSPITAL,TN,READM-30-COPD-HRRP,1.0366,66.0,14.0,710.0
2025,440053,SAINT THOMAS RUTHERFORD HOSPITAL,TN,READM-30-PN-HRRP,0.9236,802.0,113.0,182.0
2025,440053,SAINT THOMAS RUTHERFORD HOSPITAL,TN,READM-30-HIP-KNEE-HRRP,1.23,125.0,11.0,249.0
2025,440053,SAINT THOMAS RUTHERFORD HOSPITAL,TN,READM-30-HF-HRRP,0.9668,681.0,126.0,486.0
2025,440053,SAINT THOMAS RUTHERFORD HOSPITAL,TN,READM-30-COPD-HRRP,0.9948,223.0,40.0,435.0
2025,440053,SAINT THOMAS RUTHERFORD HOSPITAL,TN,READM-30-AMI-HRRP,1.1334,231.0,40.0,928.0
2025,440056,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,TN,READM-30-PN-HRRP,0.9413,148.0,16.0,287.0
2025,440056,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,TN,READM-30-HF-HRRP,1.0993,91.0,24.0,1349.0
2025,440058,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,TN,READM-30-PN-HRRP,1.0056,174.0,28.0,742.0
2025,440058,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,TN,READM-30-HF-HRRP,0.9867,80.0,14.0,621.0
2025,440059,COOKEVILLE REGIONAL MEDICAL CENTER,TN,READM-30-PN-HRRP,1.1607,867.0,182.0,1431.0
2025,440059,COOKEVILLE REGIONAL MEDICAL CENTER,TN,READM-30-HF-HRRP,1.0519,742.0,165.0,1106.0
2025,440059,COOKEVILLE REGIONAL MEDICAL CENTER,TN,READM-30-COPD-HRRP,1.0649,261.0,54.0,882.0
2025,440059,COOKEVILLE REGIONAL MEDICAL CENTER,TN,READM-30-CABG-HRRP,1.1066,101.0,15.0,296.0
2025,440059,COOKEVILLE REGIONAL MEDICAL CENTER,TN,READM-30-AMI-HRRP,1.0694,359.0,49.0,767.0
2025,440063,JOHNSON CITY MEDICAL CENTER,TN,READM-30-PN-HRRP,1.0831,407.0,82.0,1243.0
2025,440063,JOHNSON CITY MEDICAL CENTER,TN,READM-30-HF-HRRP,1.0386,433.0,95.0,1016.0
2025,440063,JOHNSON CITY MEDICAL CENTER,TN,READM-30-COPD-HRRP,0.9976,116.0,24.0,453.0
2025,440063,JOHNSON CITY MEDICAL CENTER,TN,READM-30-CABG-HRRP,1.1728,101.0,16.0,342.0
2025,440063,JOHNSON CITY MEDICAL CENTER,TN,READM-30-AMI-HRRP,1.1385,375.0,63.0,933.0
2025,440065,TRISTAR NORTHCREST MEDICAL CENTER,TN,READM-30-PN-HRRP,1.022,175.0,31.0,873.0
2025,440065,TRISTAR NORTHCREST MEDICAL CENTER,TN,READM-30-HF-HRRP,0.9851,71.0,13.0,609.0
2025,440068,STARR REGIONAL MEDICAL CENTER ATHENS,TN,READM-30-PN-HRRP,0.9661,118.0,15.0,441.0
2025,440068,STARR REGIONAL MEDICAL CENTER ATHENS,TN,READM-30-HF-HRRP,1.0056,66.0,13.0,764.0
2025,440072,DYERSBURG REGIONAL MEDICAL CENTER,TN,READM-30-PN-HRRP,1.0124,227.0,40.0,799.0
2025,440072,DYERSBURG REGIONAL MEDICAL CENTER,TN,READM-30-HF-HRRP,0.9451,185.0,34.0,342.0
2025,440072,DYERSBURG REGIONAL MEDICAL CENTER,TN,READM-30-COPD-HRRP,1.0276,77.0,16.0,656.0
2025,440073,MAURY REGIONAL HOSPITAL,TN,READM-30-PN-HRRP,0.9974,531.0,79.0,677.0
2025,440073,MAURY REGIONAL HOSPITAL,TN,READM-30-HF-HRRP,0.9893,628.0,111.0,639.0
2025,440073,MAURY REGIONAL HOSPITAL,TN,READM-30-COPD-HRRP,1.0765,155.0,33.0,932.0
2025,440073,MAURY REGIONAL HOSPITAL,TN,READM-30-AMI-HRRP,1.046,200.0,24.0,673.0
2025,440081,LECONTE MEDICAL CENTER,TN,READM-30-PN-HRRP,0.9608,120.0,14.0,407.0
2025,440081,LECONTE MEDICAL CENTER,TN,READM-30-HF-HRRP,0.9461,140.0,20.0,349.0
2025,440082,ASCENSION SAINT THOMAS HOSPITAL,TN,READM-30-PN-HRRP,0.8654,822.0,106.0,43.0
2025,440082,ASCENSION SAINT THOMAS HOSPITAL,TN,READM-30-HIP-KNEE-HRRP,0.9303,377.0,17.0,93.0
2025,440082,ASCENSION SAINT THOMAS HOSPITAL,TN,READM-30-HF-HRRP,0.9807,1520.0,294.0,574.0
2025,440082,ASCENSION SAINT THOMAS HOSPITAL,TN,READM-30-COPD-HRRP,1.0053,231.0,41.0,507.0
2025,440082,ASCENSION SAINT THOMAS HOSPITAL,TN,READM-30-CABG-HRRP,0.9299,685.0,64.0,64.0
2025,440082,ASCENSION SAINT THOMAS HOSPITAL,TN,READM-30-AMI-HRRP,0.9746,932.0,124.0,326.0
2025,440084,SWEETWATER HOSPITAL ASSOCIATION,TN,READM-30-PN-HRRP,1.063,146.0,26.0,1139.0
2025,440091,"MEMORIAL HEALTHCARE SYSTEM, INC",TN,READM-30-PN-HRRP,0.909,669.0,94.0,132.0
2025,440091,"MEMORIAL HEALTHCARE SYSTEM, INC",TN,READM-30-HF-HRRP,0.8432,971.0,148.0,28.0
2025,440091,"MEMORIAL HEALTHCARE SYSTEM, INC",TN,READM-30-COPD-HRRP,0.8678,195.0,23.0,5.0
2025,440091,"MEMORIAL HEALTHCARE SYSTEM, INC",TN,READM-30-CABG-HRRP,1.0552,241.0,28.0,231.0
2025,440091,"MEMORIAL HEALTHCARE SYSTEM, INC",TN,READM-30-AMI-HRRP,0.8762,495.0,50.0,47.0
2025,440104,ERLANGER MEDICAL CENTER,TN,READM-30-PN-HRRP,0.8647,372.0,39.0,40.0
2025,440104,ERLANGER MEDICAL CENTER,TN,READM-30-HF-HRRP,0.9055,413.0,66.0,158.0
2025,440104,ERLANGER MEDICAL CENTER,TN,READM-30-COPD-HRRP,0.9378,115.0,16.0,115.0
2025,440104,ERLANGER MEDICAL CENTER,TN,READM-30-CABG-HRRP,1.0727,99.0,15.0,253.0
2025,440104,ERLANGER MEDICAL CENTER,TN,READM-30-AMI-HRRP,1.0754,223.0,32.0,788.0
2025,440109,HARDIN MEDICAL CENTER,TN,READM-30-PN-HRRP,1.046,91.0,17.0,1043.0
2025,440110,FORT LOUDOUN MEDICAL CENTER,TN,READM-30-PN-HRRP,1.007,125.0,19.0,755.0
2025,440110,FORT LOUDOUN MEDICAL CENTER,TN,READM-30-HF-HRRP,0.9984,82.0,15.0,704.0
2025,440120,PHYSICIANS REGIONAL MEDICAL CENTER,TN,READM-30-PN-HRRP,1.011,442.0,74.0,787.0
2025,440120,PHYSICIANS REGIONAL MEDICAL CENTER,TN,READM-30-HF-HRRP,0.9721,491.0,93.0,516.0
2025,440120,PHYSICIANS REGIONAL MEDICAL CENTER,TN,READM-30-COPD-HRRP,1.0022,72.0,13.0,486.0
2025,440120,PHYSICIANS REGIONAL MEDICAL CENTER,TN,READM-30-CABG-HRRP,1.127,139.0,20.0,313.0
2025,440120,PHYSICIANS REGIONAL MEDICAL CENTER,TN,READM-30-AMI-HRRP,0.9741,339.0,41.0,323.0
2025,440125,FORT SANDERS REGIONAL MEDICAL CENTER,TN,READM-30-PN-HRRP,1.0831,266.0,52.0,1243.0
2025,440125,FORT SANDERS REGIONAL MEDICAL CENTER,TN,READM-30-HF-HRRP,1.0444,260.0,56.0,1053.0
2025,440125,FORT SANDERS REGIONAL MEDICAL CENTER,TN,READM-30-COPD-HRRP,1.1436,166.0,45.0,1071.0
2025,440125,FORT SANDERS REGIONAL MEDICAL CENTER,TN,READM-30-AMI-HRRP,1.0158,131.0,16.0,523.0
2025,440130,BAPTIST MEMORIAL HOSPITAL UNION CITY,TN,READM-30-PN-HRRP,0.9529,113.0,13.0,356.0
2025,440130,BAPTIST MEMORIAL HOSPITAL UNION CITY,TN,READM-30-HF-HRRP,0.9321,124.0,18.0,276.0
2025,440131,BAPTIST MEMORIAL HOSPITAL TIPTON,TN,READM-30-PN-HRRP,0.9839,114.0,15.0,575.0
2025,440131,BAPTIST MEMORIAL HOSPITAL TIPTON,TN,READM-30-HF-HRRP,0.9848,73.0,13.0,606.0
2025,440132,HENRY COUNTY MEDICAL CENTER,TN,READM-30-PN-HRRP,0.9108,160.0,16.0,137.0
2025,440132,HENRY COUNTY MEDICAL CENTER,TN,READM-30-HF-HRRP,0.992,99.0,17.0,659.0
2025,440132,HENRY COUNTY MEDICAL CENTER,TN,READM-30-COPD-HRRP,1.0013,96.0,16.0,480.0
2025,440144,VANDERBILT TULLAHOMA-HARTON HOSPITAL,TN,READM-30-PN-HRRP,1.0067,168.0,26.0,752.0
2025,440144,VANDERBILT TULLAHOMA-HARTON HOSPITAL,TN,READM-30-HF-HRRP,0.9727,227.0,41.0,521.0
2025,440144,VANDERBILT TULLAHOMA-HARTON HOSPITAL,TN,READM-30-COPD-HRRP,0.9971,58.0,12.0,450.0
2025,440150,TRISTAR SUMMIT MEDICAL CENTER,TN,READM-30-PN-HRRP,0.9658,407.0,58.0,438.0
2025,440150,TRISTAR SUMMIT MEDICAL CENTER,TN,READM-30-HF-HRRP,1.0709,388.0,86.0,1226.0
2025,440150,TRISTAR SUMMIT MEDICAL CENTER,TN,READM-30-COPD-HRRP,1.0976,100.0,24.0,999.0
2025,440150,TRISTAR SUMMIT MEDICAL CENTER,TN,READM-30-AMI-HRRP,1.0653,124.0,19.0,751.0
2025,440151,SAINT THOMAS RIVER PARK HOSPITAL,TN,READM-30-PN-HRRP,0.961,174.0,23.0,409.0
2025,440151,SAINT THOMAS RIVER PARK HOSPITAL,TN,READM-30-HF-HRRP,1.0202,127.0,26.0,884.0
2025,440153,TENNOVA HEALTHCARE - NEWPORT MEDICAL CENTER,TN,READM-30-PN-HRRP,0.9776,108.0,15.0,532.0
2025,440153,TENNOVA HEALTHCARE - NEWPORT MEDICAL CENTER,TN,READM-30-HF-HRRP,0.9635,67.0,11.0,463.0
2025,440156,PARKRIDGE MEDICAL CENTER,TN,READM-30-PN-HRRP,0.9545,418.0,63.0,366.0
2025,440156,PARKRIDGE MEDICAL CENTER,TN,READM-30-HIP-KNEE-HRRP,0.9828,307.0,15.0,125.0
2025,440156,PARKRIDGE MEDICAL CENTER,TN,READM-30-HF-HRRP,0.9995,437.0,84.0,714.0
2025,440156,PARKRIDGE MEDICAL CENTER,TN,READM-30-COPD-HRRP,1.0549,92.0,21.0,828.0
2025,440156,PARKRIDGE MEDICAL CENTER,TN,READM-30-CABG-HRRP,1.0411,62.0,11.0,209.0
2025,440156,PARKRIDGE MEDICAL CENTER,TN,READM-30-AMI-HRRP,0.9983,213.0,31.0,441.0
2025,440161,TRISTAR CENTENNIAL MEDICAL CENTER,TN,READM-30-PN-HRRP,1.1172,340.0,71.0,1351.0
2025,440161,TRISTAR CENTENNIAL MEDICAL CENTER,TN,READM-30-HIP-KNEE-HRRP,0.7946,310.0,11.0,33.0
2025,440161,TRISTAR CENTENNIAL MEDICAL CENTER,TN,READM-30-HF-HRRP,0.9492,659.0,123.0,368.0
2025,440161,TRISTAR CENTENNIAL MEDICAL CENTER,TN,READM-30-COPD-HRRP,1.0047,74.0,15.0,503.0
2025,440161,TRISTAR CENTENNIAL MEDICAL CENTER,TN,READM-30-CABG-HRRP,1.0226,301.0,36.0,183.0
2025,440161,TRISTAR CENTENNIAL MEDICAL CENTER,TN,READM-30-AMI-HRRP,0.9243,450.0,57.0,140.0
2025,440173,PARKWEST MEDICAL CENTER,TN,READM-30-PN-HRRP,1.0176,376.0,58.0,841.0
2025,440173,PARKWEST MEDICAL CENTER,TN,READM-30-HIP-KNEE-HRRP,1.3446,506.0,39.0,278.0
2025,440173,PARKWEST MEDICAL CENTER,TN,READM-30-HF-HRRP,1.0057,550.0,105.0,765.0
2025,440173,PARKWEST MEDICAL CENTER,TN,READM-30-COPD-HRRP,0.996,170.0,30.0,442.0
2025,440173,PARKWEST MEDICAL CENTER,TN,READM-30-CABG-HRRP,1.0515,210.0,22.0,225.0
2025,440173,PARKWEST MEDICAL CENTER,TN,READM-30-AMI-HRRP,1.0914,356.0,48.0,842.0
2025,440175,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,TN,READM-30-PN-HRRP,0.9308,171.0,18.0,226.0
2025,440175,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,TN,READM-30-HF-HRRP,1.0086,72.0,15.0,792.0
2025,440176,INDIAN PATH COMMUNITY HOSPITAL,TN,READM-30-PN-HRRP,1.0615,70.0,14.0,1131.0
2025,440183,ST FRANCIS HOSPITAL,TN,READM-30-PN-HRRP,0.9374,167.0,22.0,267.0
2025,440183,ST FRANCIS HOSPITAL,TN,READM-30-HF-HRRP,1.0116,188.0,39.0,817.0
2025,440183,ST FRANCIS HOSPITAL,TN,READM-30-CABG-HRRP,1.0847,80.0,11.0,271.0
2025,440183,ST FRANCIS HOSPITAL,TN,READM-30-AMI-HRRP,1.0078,83.0,11.0,484.0
2025,440184,FRANKLIN WOODS COMMUNITY HOSPITAL,TN,READM-30-PN-HRRP,1.0257,158.0,26.0,895.0
2025,440184,FRANKLIN WOODS COMMUNITY HOSPITAL,TN,READM-30-HF-HRRP,1.0094,86.0,17.0,799.0
2025,440185,TENNOVA HEALTH CARE-CLEVELAND,TN,READM-30-PN-HRRP,0.958,317.0,49.0,389.0
2025,440185,TENNOVA HEALTH CARE-CLEVELAND,TN,READM-30-HF-HRRP,1.1196,315.0,84.0,1412.0
2025,440185,TENNOVA HEALTH CARE-CLEVELAND,TN,READM-30-COPD-HRRP,1.0367,106.0,24.0,711.0
2025,440185,TENNOVA HEALTH CARE-CLEVELAND,TN,READM-30-AMI-HRRP,1.0117,144.0,23.0,505.0
2025,440187,LIVINGSTON REGIONAL HOSPITAL,TN,READM-30-PN-HRRP,1.0337,124.0,21.0,960.0
2025,440187,LIVINGSTON REGIONAL HOSPITAL,TN,READM-30-HF-HRRP,1.0316,95.0,20.0,966.0
2025,440193,VANDERBILT WILSON COUNTY HOSPITAL,TN,READM-30-PN-HRRP,1.0639,226.0,43.0,1144.0
2025,440193,VANDERBILT WILSON COUNTY HOSPITAL,TN,READM-30-HF-HRRP,0.9667,170.0,30.0,485.0
2025,440193,VANDERBILT WILSON COUNTY HOSPITAL,TN,READM-30-COPD-HRRP,0.9676,102.0,16.0,252.0
2025,440194,TRISTAR HENDERSONVILLE MEDICAL CENTER,TN,READM-30-PN-HRRP,1.0103,328.0,57.0,782.0
2025,440194,TRISTAR HENDERSONVILLE MEDICAL CENTER,TN,READM-30-HF-HRRP,1.0457,213.0,52.0,1062.0
2025,440194,TRISTAR HENDERSONVILLE MEDICAL CENTER,TN,READM-30-COPD-HRRP,1.0052,66.0,13.0,506.0
2025,440194,TRISTAR HENDERSONVILLE MEDICAL CENTER,TN,READM-30-AMI-HRRP,0.965,93.0,11.0,281.0
2025,440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,TN,READM-30-PN-HRRP,0.9475,119.0,13.0,318.0
2025,440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,TN,READM-30-HF-HRRP,1.022,122.0,25.0,895.0
2025,440227,TRISTAR STONECREST MEDICAL CENTER,TN,READM-30-PN-HRRP,1.094,167.0,36.0,1285.0
2025,440227,TRISTAR STONECREST MEDICAL CENTER,TN,READM-30-HF-HRRP,1.0368,157.0,36.0,1003.0
2025,440227,TRISTAR STONECREST MEDICAL CENTER,TN,READM-30-COPD-HRRP,1.0396,46.0,11.0,732.0
2025,440228,SAINT FRANCIS BARTLETT MEDICAL CENTER,TN,READM-30-PN-HRRP,0.8607,320.0,32.0,35.0
2025,440228,SAINT FRANCIS BARTLETT MEDICAL CENTER,TN,READM-30-HF-HRRP,1.0398,310.0,63.0,1025.0
2025,440228,SAINT FRANCIS BARTLETT MEDICAL CENTER,TN,READM-30-COPD-HRRP,0.9713,109.0,14.0,278.0
2025,450002,THE HOSPITALS OF PROVIDENCE - MEMORIAL CAMPUS,TX,READM-30-PN-HRRP,0.9927,95.0,15.0,639.0
2025,450002,THE HOSPITALS OF PROVIDENCE - MEMORIAL CAMPUS,TX,READM-30-HF-HRRP,1.0363,72.0,16.0,1000.0
2025,450007,PETERSON REGIONAL MEDICAL CENTER,TX,READM-30-PN-HRRP,1.0045,219.0,30.0,734.0
2025,450007,PETERSON REGIONAL MEDICAL CENTER,TX,READM-30-HF-HRRP,0.9777,225.0,37.0,549.0
2025,450007,PETERSON REGIONAL MEDICAL CENTER,TX,READM-30-COPD-HRRP,0.9823,78.0,11.0,349.0
2025,450007,PETERSON REGIONAL MEDICAL CENTER,TX,READM-30-AMI-HRRP,0.9734,139.0,14.0,320.0
2025,450010,UNITED REGIONAL HEALTH CARE SYSTEM,TX,READM-30-PN-HRRP,0.909,1014.0,146.0,132.0
2025,450010,UNITED REGIONAL HEALTH CARE SYSTEM,TX,READM-30-HF-HRRP,1.0409,682.0,144.0,1032.0
2025,450010,UNITED REGIONAL HEALTH CARE SYSTEM,TX,READM-30-COPD-HRRP,1.001,260.0,52.0,477.0
2025,450010,UNITED REGIONAL HEALTH CARE SYSTEM,TX,READM-30-CABG-HRRP,1.0305,97.0,12.0,194.0
2025,450010,UNITED REGIONAL HEALTH CARE SYSTEM,TX,READM-30-AMI-HRRP,1.0233,280.0,40.0,564.0
2025,450011,CHI ST JOSEPH HEALTH REGIONAL HOSPITAL,TX,READM-30-PN-HRRP,0.9125,497.0,70.0,144.0
2025,450011,CHI ST JOSEPH HEALTH REGIONAL HOSPITAL,TX,READM-30-HF-HRRP,1.0362,669.0,141.0,999.0
2025,450011,CHI ST JOSEPH HEALTH REGIONAL HOSPITAL,TX,READM-30-COPD-HRRP,1.0914,132.0,31.0,977.0
2025,450011,CHI ST JOSEPH HEALTH REGIONAL HOSPITAL,TX,READM-30-CABG-HRRP,1.1,120.0,17.0,289.0
2025,450011,CHI ST JOSEPH HEALTH REGIONAL HOSPITAL,TX,READM-30-AMI-HRRP,1.0242,174.0,24.0,566.0
2025,450015,PARKLAND HEALTH & HOSPITAL SYSTEM,TX,READM-30-PN-HRRP,0.9986,89.0,16.0,688.0
2025,450015,PARKLAND HEALTH & HOSPITAL SYSTEM,TX,READM-30-HF-HRRP,0.9175,262.0,48.0,210.0
2025,450015,PARKLAND HEALTH & HOSPITAL SYSTEM,TX,READM-30-COPD-HRRP,1.0158,47.0,12.0,580.0
2025,450018,UNIVERSITY OF TEXAS MEDICAL BRANCH GALVESTON,TX,READM-30-PN-HRRP,1.0287,496.0,87.0,920.0
2025,450018,UNIVERSITY OF TEXAS MEDICAL BRANCH GALVESTON,TX,READM-30-HF-HRRP,1.128,1047.0,249.0,1432.0
2025,450018,UNIVERSITY OF TEXAS MEDICAL BRANCH GALVESTON,TX,READM-30-COPD-HRRP,1.0674,191.0,45.0,893.0
2025,450018,UNIVERSITY OF TEXAS MEDICAL BRANCH GALVESTON,TX,READM-30-CABG-HRRP,1.0438,94.0,13.0,212.0
2025,450018,UNIVERSITY OF TEXAS MEDICAL BRANCH GALVESTON,TX,READM-30-AMI-HRRP,1.2366,282.0,63.0,986.0
2025,450021,BAYLOR UNIVERSITY MEDICAL CENTER,TX,READM-30-PN-HRRP,0.9814,541.0,92.0,556.0
2025,450021,BAYLOR UNIVERSITY MEDICAL CENTER,TX,READM-30-HF-HRRP,0.8795,615.0,104.0,89.0
2025,450021,BAYLOR UNIVERSITY MEDICAL CENTER,TX,READM-30-COPD-HRRP,0.9696,162.0,29.0,266.0
2025,450021,BAYLOR UNIVERSITY MEDICAL CENTER,TX,READM-30-CABG-HRRP,1.1554,216.0,33.0,335.0
2025,450023,CITIZENS MEDICAL CENTER,TX,READM-30-PN-HRRP,1.0592,250.0,44.0,1119.0
2025,450023,CITIZENS MEDICAL CENTER,TX,READM-30-HF-HRRP,1.0025,325.0,64.0,738.0
2025,450023,CITIZENS MEDICAL CENTER,TX,READM-30-AMI-HRRP,0.9917,150.0,19.0,409.0
2025,450024,UNIVERSITY MEDICAL CENTER OF EL PASO,TX,READM-30-PN-HRRP,1.0789,66.0,16.0,1223.0
2025,450024,UNIVERSITY MEDICAL CENTER OF EL PASO,TX,READM-30-HF-HRRP,1.042,80.0,17.0,1035.0
2025,450028,VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,TX,READM-30-PN-HRRP,0.9258,169.0,22.0,195.0
2025,450028,VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,TX,READM-30-HF-HRRP,1.086,145.0,38.0,1293.0
2025,450028,VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,TX,READM-30-AMI-HRRP,0.9626,82.0,11.0,269.0
2025,450029,LAREDO MEDICAL CENTER,TX,READM-30-PN-HRRP,0.922,287.0,42.0,175.0
2025,450029,LAREDO MEDICAL CENTER,TX,READM-30-HF-HRRP,1.0291,307.0,69.0,948.0
2025,450029,LAREDO MEDICAL CENTER,TX,READM-30-AMI-HRRP,1.0064,84.0,13.0,476.0
2025,450032,CHRISTUS GOOD SHEPHERD MEDICAL CENTER,TX,READM-30-PN-HRRP,1.0277,859.0,143.0,910.0
2025,450032,CHRISTUS GOOD SHEPHERD MEDICAL CENTER,TX,READM-30-HF-HRRP,1.0924,513.0,117.0,1320.0
2025,450032,CHRISTUS GOOD SHEPHERD MEDICAL CENTER,TX,READM-30-COPD-HRRP,1.0195,253.0,49.0,602.0
2025,450032,CHRISTUS GOOD SHEPHERD MEDICAL CENTER,TX,READM-30-AMI-HRRP,1.141,249.0,45.0,939.0
2025,450033,VHS HARLINGEN HOSPITAL COMPANY LLC,TX,READM-30-PN-HRRP,1.1191,337.0,69.0,1358.0
2025,450033,VHS HARLINGEN HOSPITAL COMPANY LLC,TX,READM-30-HF-HRRP,0.9363,251.0,43.0,293.0
2025,450033,VHS HARLINGEN HOSPITAL COMPANY LLC,TX,READM-30-AMI-HRRP,1.0156,101.0,17.0,522.0
2025,450034,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,TX,READM-30-PN-HRRP,1.0316,317.0,55.0,943.0
2025,450034,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,TX,READM-30-HF-HRRP,0.9435,457.0,83.0,330.0
2025,450034,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,TX,READM-30-COPD-HRRP,0.944,137.0,21.0,136.0
2025,450034,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,TX,READM-30-CABG-HRRP,1.0141,90.0,11.0,169.0
2025,450034,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,TX,READM-30-AMI-HRRP,1.0693,223.0,36.0,766.0
2025,450035,ST JOSEPH MEDICAL CENTER,TX,READM-30-COPD-HRRP,1.0999,26.0,11.0,1004.0
2025,450039,JPS HEALTH NETWORK,TX,READM-30-PN-HRRP,0.986,108.0,19.0,591.0
2025,450039,JPS HEALTH NETWORK,TX,READM-30-HF-HRRP,0.9844,178.0,34.0,603.0
2025,450040,COVENANT MEDICAL CENTER,TX,READM-30-PN-HRRP,0.8337,613.0,74.0,9.0
2025,450040,COVENANT MEDICAL CENTER,TX,READM-30-HF-HRRP,0.8832,501.0,82.0,95.0
2025,450040,COVENANT MEDICAL CENTER,TX,READM-30-COPD-HRRP,1.0074,117.0,23.0,522.0
2025,450040,COVENANT MEDICAL CENTER,TX,READM-30-AMI-HRRP,0.9139,261.0,28.0,116.0
2025,450042,ASCENSION PROVIDENCE,TX,READM-30-PN-HRRP,0.931,413.0,55.0,227.0
2025,450042,ASCENSION PROVIDENCE,TX,READM-30-HF-HRRP,1.0176,588.0,117.0,864.0
2025,450042,ASCENSION PROVIDENCE,TX,READM-30-COPD-HRRP,1.0909,160.0,37.0,976.0
2025,450042,ASCENSION PROVIDENCE,TX,READM-30-AMI-HRRP,0.9768,239.0,27.0,339.0
